checkId,artifactPath,artifactSha256,observedValue,requiredValue,status,reason
RAW_PORTABLE_57192,data/raw/linkareer/detail/2021/03/c4d68db9d9cce3e798276d64c22765f5bfa71b5acf665740661e525f32a2490d.html.gz,684ca09d868931608f801dd7a2cd36b08dfe8a776ffa355a9aa15a08831dc19b,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57199,data/raw/linkareer/detail/2021/03/da0b99ea90071cd7b506bc6ee3da0aeaf5050ff318927c31de1892217550ff97.html.gz,40fc4f41e838c5b51e64a1c65877b05ee68950f6f61c227d2399e8530b728cbf,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57201,data/raw/linkareer/detail/2021/03/48bfccdccf17ae2e62d7148a276de80d02ed4543a959a293e0a9561bc722a109.html.gz,80dd503d9123b0e6bd95d5bf38b302fdd7769bb64f4b3bee42ddedac447f90c1,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57295,data/raw/linkareer/detail/2021/03/2a61d0d2fa856c8d1a53d3858581e08c01c6d4411f77c304469b1eafccd9ef8e.html.gz,129adbc3184b6d0a167f989ec862cd48c8eda59aba3ab8613ed6f5d790e03867,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57296,data/raw/linkareer/detail/2021/03/252071e38ccf4dc50b8b8f870adb8c90a47c1aa85261b92e0d02f1869adf0706.html.gz,246e07a17bf3281cb3a8e8bcce6f3b30fbd6f80c0d51acc827af44bf559b6c9f,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57298,data/raw/linkareer/detail/2021/03/3aa417eef672a56fcce159a0176393dc4df1cafbb86b5d5a9e827ad8a3e15c3c.html.gz,11e8412bbccebea8c0f79cc6759827305bd3572fa782d0011f4c9fbb8ff58f2a,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57306,data/raw/linkareer/detail/2021/03/024b8ce6b7b2eb9d8c05f4aa05b95af611d8f1ab8732ce01cdd0d2ea31d7f842.html.gz,0b637347f5b03c85946a5a56e99ae6bef5dc8c2b33c71fbeadd407b7a660c289,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57405,data/raw/linkareer/detail/2021/03/3920d98d42e92c2f8a3065c652f5c6aa0af998c44cb1eea704ed4b0c4f76e029.html.gz,86fd8403760964e13b33786f3f4b7ad40422f61e9ef8a0596ddd75a02fa6303a,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57408,data/raw/linkareer/detail/2021/03/12e0924a97fe7285d589855275772931a5ffca47c569b633d19fae18953ebb74.html.gz,f372b5b5bcbd143f7eaa187ce9ce486e6f42c8732234368a6494d6a36e56c941,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57409,data/raw/linkareer/detail/2021/03/1076179905311c9952bf529fdea2218707afe5f0154573423c981492cbd077e3.html.gz,87a60cbf76cf78357d303dbb97f5cbcc6a9bc277debadc4140f2e00e3651a4c1,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57464,data/raw/linkareer/detail/2021/03/62ec91d3ebd44086bc1a1fe18d28f96e6e7637c3e5ede7f736058126db4ff836.html.gz,e8b92567dbd1af09c70354eaf14123bb33639744befa8c8ab9e1b71eddc9f53a,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57465,data/raw/linkareer/detail/2021/03/1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87.html.gz,7a8de3a95fc7af10387c2dbf20ec9fcece43f46cc3e8ef3b29ef0495c2fe76dd,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57470,data/raw/linkareer/detail/2021/03/9c8a94dc686d9d0037d302eca6e393627e7b1979ead256a246d357bca39bedf8.html.gz,49d116c7ca9e6feb8427e94aec308c60630944a47eac87eaf37e515560265fc0,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_57585,data/raw/linkareer/detail/2021/03/21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9.html.gz,38786f47c7c3d96e8fae1f7b0fa42678791bbb1aad9b0de4b72c763f2d05fa01,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_58387,data/raw/linkareer/detail/2021/03/66556ee2be76f35e9e8fc26e6b80160f38ea1dd8d15da21ffd6e90db29904030.html.gz,29890e296cb6c57cd10a51be84e89f3b9cc583b94a2cc485c672d2dfb5c9560c,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
RAW_PORTABLE_58388,data/raw/linkareer/detail/2021/03/e0d1a377e43a3b198ea384d2221fd318dc2af5bb659434b08f953cc3d7283232.html.gz,2598cea107f932a06f57e2b93db5f905f03e7c90b0978506bc50575abfe6a609,True,True,PASS,RUNTIME_ROOT_PLUS_REPOSITORY_RELATIVE_PATH
HANDOFF_HEAD_COMMIT,crawl/releases/CRAWL_20260806_03/HANDOFF.json,404af678f9812678941d3fed5ab913949f364cc38e1f5005940a3aaac9e442eb,NULL,NON_NULL,FAIL,RELEASE_HANDOFF_head_commit
HANDOFF_SOURCE_NOTEBOOK_SHA256,crawl/releases/CRAWL_20260806_03/HANDOFF.json,404af678f9812678941d3fed5ab913949f364cc38e1f5005940a3aaac9e442eb,NULL,NON_NULL,FAIL,RELEASE_HANDOFF_sourceNotebookSha256
HANDOFF_VALIDATOR_ARTIFACT_SHA256,crawl/releases/CRAWL_20260806_03/HANDOFF.json,404af678f9812678941d3fed5ab913949f364cc38e1f5005940a3aaac9e442eb,NULL,NON_NULL,FAIL,RELEASE_HANDOFF_validatorArtifactSha256
RELEASE_CHECKSUMS,crawl/releases/CRAWL_20260806_03/CHECKSUMS.sha256,26b4c7320bbebd26c4ca195793b2db4983d43f9e20b63a53810275088d4ff994,0,0,PASS,16_ENTRIES_VERIFIED
