year,id,title,jobTypes,dutyJobTypes,jobTypeConflictFlag,dutiesCount,hasActivityText,activityTextPlainLen,activityTextEmbeddedImageFlag,hasPosterFile,applyDetail,externalApplyDomain,externalApplyFlag,externalDetailOnlyFlag,rq1EligibleFlag,rq2EligibleFlag,ncsEligibleFlag
2020,34548,2020년 상반기 체험형 청년인턴(본사) 채용,INTERN,,False,0,True,155,True,False,http://www.kpf.or.kr/front/user/main.do,www.kpf.or.kr,True,False,True,True,False
2020,34736,재무회계 신입(인턴) 채용,INTERN,,False,0,True,397,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37860637&recommend_ids=eJxt0EEWwyAIBNDTdA8MDLLuQbz%2FLWqaRNL3unDxdUARORQWMaPGK994cPq5EUipPk911z%2B84pkS0fHmbpd69Kde9bCf7jfvOOH5uI6QwKTYSUGqbGaVJlb4rhVzznSedHKFN0PW25rmUdpkrtUEwXrU1ljhPQT,www.saramin.co.kr,True,False,True,True,False
2020,34552,통합환경허가 경력/인턴(정규직전환형) 채용,INTERN|EXPERIENCED,,False,0,True,494,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37862697&recommend_ids=eJxtz0EOAzEIA8DX9E7ABHPuQ%2FL%2FXzTd7iZE6nFkLBkLdoHZ8OQr3hZd1VUm%2B0V2S9MRYjdbhK%2FjSZXdpWc0q2mj%2FOHAfR5GLe2HJRcc%2BY8rTzJHONdU2J7qRH7H%2BNPGPN4knDX1JpsdFihfw6EH5,www.saramin.co.kr,True,False,True,True,False
2020,34738,디지털PR 인턴 모집,INTERN,,False,0,True,166,True,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37859879&recommend_ids=eJxN0MkVwyAMRdFqspe%2B9DWsUwj9dxEc28Dy8hh0sKw0SA92ffJrB4c%2FC%2BquR3%2F59GgDZXfO874Y2XqwJJWToTfV0VxMKKJGetw1yolNaF%2Bb36uszK9B7xpmKVg1m2Ssmi3%2BH%2BOhKHOfzfkUuFiWw,www.saramin.co.kr,True,False,True,True,False
2020,34741,헬스케어PR 인턴 및 신입 채용,INTERN|NEW,,False,0,True,1097,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37858054&recommend_ids=eJxVz8ERAzEIA8Bq8gcECN4pxP13EeduYi4%2FrzWyASzCpFd0vfjGg8vvC0BFVqTeDFHUH4UP7rafx2geGieltXkOPSGYrglEh8jqx79CDV%2B7czGywnjI3qdhqTUwqVW5DlHoHErvHaYLzz3zYYRcG%2F3SdvLLD,www.saramin.co.kr,True,False,True,True,False
2020,34661,Sales Manager 채용,NEW|CONTRACT,,False,0,True,648,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37861518&recommend_ids=eJxd0LEVwzAIBNBp0mPgOKgziPbfInIcSzjl5wQPZExjiQ1Uvvi2xuFXIWimO1%2B8c%2FBQG0T%2BsfVnPfovrjykpOU3f%2FmsmHPlLJhj0OPL0ErqIh0utZiH6IMoHosoZKGRom2yz1NkT8Zkbtb5VW0NiZYmHOJ,www.saramin.co.kr,True,False,True,True,False
2020,34631,콘텐츠 기획 제작 & 채널 운영 인턴 채용,INTERN,,False,0,True,397,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37868550&recommend_ids=eJxtzcENQzEIA9BpeocYMJw7SPbfovmVEqKqUi4vBgMmimrTK1984%2BK084HsPEJK%2FnCPO3Vg0vOHpy7C6jq3ufMgMK7%2BzbMPAU8eoCWa6xzHpMWXlFGrfTPc1ztM1byGF82bEWoqnZrSr6oBE%2FYhjaHaaQH,www.saramin.co.kr,True,False,True,True,False
2020,34639,전력O2O 마케팅 대학생 인턴 채용,INTERN,,False,0,True,730,False,False,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=37866377&recommend_ids=eJxdz8ENAzEIRNFqcgcGGDinEPffRRx5w64i%2BfL8ZSPACqphMerFNx5cfi6SgK3o%2BuP0lJZH%2F3G6t%2FWj%2F3h1qrjG9OggfUXqqcUSGe5aHYuepwY8ZFguxD0qWVBMTeui3Uzd534bRs399jAS6B7uQaYcF,www.saramin.co.kr,True,False,True,True,False
2021,57020,월 200만원! 채용조건부 인턴 채용,INTERN,,False,0,True,168,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39690378&recommend_ids=eJxdzssRAzEIA9Bqcgcj8TmnEPffRbzJrs3k%2BAaBsPJSSEyWv%2BJtixJahwnSDm0g2cJKyqYlVPTQoUQLW%2Blol7nGbZr89vKhDt8Mkas3xP448YuPdOQM5v3matfDcpdst9eyNDpCN6ExTPqugSeM1cRr%2Bg,www.saramin.co.kr,True,False,True,True,False
2021,57035,총 00명! 각 부문 신입 및 경력 채용,NEW|EXPERIENCED,,False,0,True,299,True,False,https://kkapt.applyin.co.kr/,kkapt.applyin.co.kr,True,False,True,True,False
2021,57144,2021년 상반기 대졸 신입사원 채용,NEW,,False,0,True,185,True,False,http://www.dbeng.co.kr/recruit/recruit.asp,www.dbeng.co.kr,True,False,True,True,False
2021,57076,금연정책 시행기업! 각 부문별 신입 및 경력 채용,NEW|EXPERIENCED,,False,0,True,184,True,False,http://www.jobkorea.co.kr/Recruit/GI_Read/34018772?cmpid=vm_viral_bebettergirls&Oem_Code=C1&rPageCode=PL,www.jobkorea.co.kr,True,False,True,True,False
2021,58387,야근강요 없음! 각 부문별 신입 및 경력 채용,NEW|EXPERIENCED,,False,0,True,217,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39691969&recommend_ids=eJxdkMsVRCEIQ6uZPch%2FPYXYfxfDmyfocXmNQBIKJ1SRaWwf%2B9KBk%2F8PFq6uUxRfXXQwTgm5cH13UCaaGn5h6RQ4YCqMC3seCC3v64WtkzgfemHpYxjH1hv7vr359MKKmxcZOu7GrVualdALa39%2BlTj7Wd,www.saramin.co.kr,True,False,True,True,False
2021,58388,자녀학자금 지원! 2021년 신입사원 채용,NEW,,False,0,True,179,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39706220&recommend_ids=eJxdkMuRBCAIRKPZOyDQeJ5AzD%2BLZaYELY9P6Q%2BMCQsxWlD84TMuXPp7CFaoLJsbZQSwzPnBPe4YanM5yYNlZ4bQ5TMe7DgSu%2BIa9z8wTSL7%2BYPt76KcAnuw9CEc3P4Hj56z8KXfWHpnkJ1%2B5pT6qnOw,www.saramin.co.kr,True,False,True,True,False
2021,57112,생산본부 환경안전팀(관리직) 신입 채용,NEW,,False,0,True,208,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39704160&recommend_ids=eJxVzrENxFAIA9Bp0gMGA3UGuf23uChF5F9QPFkyxrb1cz96XH1jud6Yj20shKQYKyXnoHOF4aHNYd76iDiYASUqhTY8WK6rLDJ1877p%2FgH1qDAf&view_type=public-recruit&gz=1&t_ref=public-recr,www.saramin.co.kr,True,False,True,True,False
2021,57113,"초봉 3,600만원! 신입/경력 채용",NEW|EXPERIENCED,,False,0,True,205,True,False,https://csholdings.saramin.co.kr/_service/zlight/apply_site/apply/intro.asp,csholdings.saramin.co.kr,True,False,True,True,False
2021,57191,다양한 복리후생! DNA 상반기 공개 채용,NEW|EXPERIENCED,,False,0,True,192,True,False,https://daewonpharm.recruiter.co.kr/appsite/company/index,daewonpharm.recruiter.co.kr,True,False,True,True,False
2021,57115,월 250만원! 자사몰 MD 인턴 채용,INTERN,,False,0,True,190,True,False,https://recruit-aprcorp.saramin.co.kr/main/index,recruit-aprcorp.saramin.co.kr,True,False,True,True,False
2021,57188,현대백화점 계열사! 생산팀 사무행정 직원 채용,NEW,,False,0,True,186,True,False,https://recruit.ehyundai.com/recruit-info/announcement/view.nhd?pageNo=1&hireGb=02&hireId=2021096&coCd=&applYn=&searchStr=,recruit.ehyundai.com,True,False,True,True,False
2021,57189,현대백화점 계열사! 기계설비 생산전문직 채용,NEW|EXPERIENCED,,False,0,True,120,True,False,https://recruit.ehyundai.com/recruit-info/announcement/view.nhd?pageNo=1&hireGb=02&hireId=2021097&coCd=&applYn=&searchStr=,recruit.ehyundai.com,True,False,True,True,False
2021,57118,주거지원! 생산기술/품질부문 신입 채용,NEW,,False,0,True,195,True,False,https://www.hyundai-steel.com/kr/recruitinformation/recruit/newDet.hds?empmGidSn=1779&searchGubunType4=2&page=1,www.hyundai-steel.com,True,False,True,True,False
2021,57199,재경부(재무팀 및 회계팀) 신입 및 경력 채용,NEW|EXPERIENCED,,False,0,True,170,True,False,https://abcmartkorea.saramin.co.kr/main/index?_ga=2.53367649.85769180.1614643270-1428485791.1590734340,abcmartkorea.saramin.co.kr,True,False,True,True,False
2021,57201,유연근무제 시행! 2021년 수시 채용,NEW|EXPERIENCED,,False,0,True,211,True,False,https://ckd.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=49558,ckd.recruiter.co.kr,True,False,True,True,False
2021,57306,Audi 공식딜러! AS본부 직무별 신입/경력 채용,NEW|EXPERIENCED,,False,0,True,165,True,False,https://dream.kolon.com/RECRUIT_KOLON/hr/rec/recruit/jobopen/controller/candidate/JobOpen310WebController/init.hr,dream.kolon.com,True,False,True,True,False
2021,57185,(주)담아 기역이미음 2021 인턴 모집,INTERN,,False,0,True,1,True,False,business@kiukimium.com,,True,True,True,False,False
2021,57465,농심그룹 계열사! 각 부문별 신입 및 경력 채용,NEW|EXPERIENCED,,False,0,True,233,True,False,http://www.itaekyung.com/intro/recruit/view.do?bbs_no=82&pageIndex=1&searchWord=&bid_status=,www.itaekyung.com,True,False,True,True,False
2022,82542,2022년 제1차 청년재단 신규직원 채용,NEW|EXPERIENCED,,False,0,True,155,True,False,https://recruit.incruit.com/kyf/job/2022031806,recruit.incruit.com,True,False,True,True,False
2022,80565,신입/경력 영업담당자 채용,NEW|EXPERIENCED,,False,0,True,148,True,False,https://www.saramin.co.kr/zf_user/jobs/view?rec_idx=42014164&view_type=etc,www.saramin.co.kr,True,False,True,True,False
2022,80750,NFT디자인/일러스트레이터 경력 채용,EXPERIENCED|NEW,,False,0,True,244,True,False,https://www.notion.so/UN-OFF-NFT-3275ef54091447bcbfba4922bd943fcf,www.notion.so,True,False,True,True,False
2022,80262,"온라인광고 영업부서 신입, 경력사원 모집",NEW|EXPERIENCED,,False,0,True,204,True,False,https://blog.naver.com/good_eat1/222660034768,blog.naver.com,True,False,True,True,False
2022,80274,2022년 3월 JA Grade 신입사원 채용,NEW,,False,0,True,168,True,False,https://recruit.lotte.co.kr/apply/announcement/detail/20512271?compcd=?id=bookmark1002,recruit.lotte.co.kr,True,False,True,True,False
2022,80437,2022년 롯데시티호텔 및 L7호텔 신입인턴사원 채용,INTERN,,False,0,True,195,True,False,https://career.lottehotel.com/reMenuAction.do?X_POP_URL=/rem/apply/recruit/apply_list.jsp,career.lottehotel.com,True,False,True,True,False
2022,80566,2022년도 직원 채용,NEW|EXPERIENCED,,False,0,True,277,True,False,https://job.career.co.kr/recruit/view/19390496,job.career.co.kr,True,False,True,True,False
2022,80746,2022년 일반행적직 신입사원 채용,NEW,,False,0,True,216,True,False,https://yuhs.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=90206,yuhs.recruiter.co.kr,True,False,True,True,False
2022,80406,SK그룹 체험형 인턴 채용,INTERN,,False,0,True,302,True,False,https://www.skcareers.com/pos/jobView.aspx?_SKEP=WYb3DHDhhxLhD1ebrJo%2b5d3%2fxMOuG9O6SvRoUB9GIeRGplsOZZhdAtiZP38O1JSjien%2f8WHwnyeOz%2fHoSEUzCuFc8JKqtCa1bsiqux1tb8pRnryxvRjQGvudFpz2V71M,www.skcareers.com,True,False,True,True,False
2022,80747,"대체투자평가, 금융공학실 신입/경력사원 채용",NEW|EXPERIENCED,,False,0,True,426,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42443819&recommend_ids=eJxdz8ERAzEIA8Bq8kcgwHqnkOu%2Fi8TJje255wKCgQ5aNK4Be%2FWbzrZkXMP14MW7UL9xx6SlUOpvGv9u5vCDlcSkHtzLeqbvY15S5kpHWjsWra2l3Q1lnaccFosuqvYwEYGDNGDMnz%2FocTd%2F&view_type,www.saramin.co.kr,True,False,True,True,False
2022,80570,"영업엔지니어, QC, 지게차, 생산직 인재모집",NEW|EXPERIENCED,,False,0,True,1988,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42437380&recommend_ids=eJxtj7kRAzEMA6txLgLgF7uQ678L6%2BYeKXC43CEICvSRsKPQn%2FwKGijrFymNHEeZXRaF8mkvRGSnXkt3qSbGEyXiiRpeRG9RARtcu2yPXJZOw46J3A4xaQtr9lrJyFTnWwOhVkwc96EqW1bzB%2B7IaPzBQ%2F,www.saramin.co.kr,True,False,True,True,False
2022,80412,2022년 생산/화학부문 신입사원 수시채용,NEW,,False,0,True,903,True,False,https://www.samyang.com/Recruit/HD32,www.samyang.com,True,False,True,True,False
2022,80907,Strategic Planning팀 (전략기획팀) Future Analytics 인턴 채용,INTERN,,False,0,True,448,True,False,https://career.greetinghr.com/o/MTMyMTg.7KXXPnpZb-GWscATQxoozqMWV3o,career.greetinghr.com,True,False,True,True,False
2022,80744,2022년도 사무지원직 신입사원 채용,NEW,,False,0,True,275,True,False,https://recruit.hhi.co.kr/RECRUIT_HHI/hr/rec/recruit/jobopen/controller/candidate/JobOpen310WebController/OpenInit.hr?jobopen_id=00002679,recruit.hhi.co.kr,True,False,True,True,False
2022,81223,"산업용 프린터 영업, 제어계측 기계 영업, 장비조립 QC 부문 신입/경력 채용",EXPERIENCED|NEW,,False,0,True,571,True,False,https://kostech.recruiter.co.kr/appsite/company/index,kostech.recruiter.co.kr,True,False,True,True,False
2022,80568,온라인 마케터 및 편집자 채용,NEW|EXPERIENCED,,False,0,True,300,True,False,minhee689@naver.com,,True,False,True,True,False
2022,81225,2022 Research Associate 채용 모집(신입/경력),NEW|EXPERIENCED,,False,0,True,305,True,False,http://www.wesleyquest.com/board/index.html?id=jobopening&no=8,www.wesleyquest.com,True,False,True,True,False
2022,80571,2022년 상반기 청년인턴 채용,INTERN,,False,0,True,152,True,False,https://www.koroad.or.kr/kp_web/recruitNoticeList.do?board_code=NOBBS_050,www.koroad.or.kr,True,False,True,True,False
2023,122078,[다이사] 콘텐츠 마케터 인턴 채용,INTERN,,False,0,True,1262,False,False,jun@marketdesigners.com,,True,False,True,True,False
2023,123336,현대자동차 3월 신입 채용,NEW,,False,0,True,99,True,False,https://www.talent-hyundai-now.com/,www.talent-hyundai-now.com,True,True,True,False,False
2023,118646,KP그룹 국내영업,NEW,,False,0,True,49,True,False,https://job.incruit.com/jobdb_info/popupjobpost.asp?job=2301100001791&inOut=In,job.incruit.com,True,True,True,False,False
2023,123696,"<국내 최고의 휴양지 양양의 메인거리 양리단길> 에서 마케팅,사무직 담당직원 구합니다.",EXPERIENCED|NEW,,False,0,True,727,False,False,http://www.yyroad.co.kr/item.php?it_id=1676967260,www.yyroad.co.kr,True,False,True,True,False
2023,123401,2023년 이앤에스글로벌 3월 채용연계형 인턴 채용,INTERN,,False,0,True,132,True,False,https://sebang.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=133863,sebang.recruiter.co.kr,True,False,True,True,False
2023,124317,재보험중개 신입 채용,NEW,,False,0,True,214,True,False,his_recruiting@hiskorea.co.kr,,True,False,True,True,False
2023,123760,탑엔지니어링 표면 처리 작업자 모집(계약직),CONTRACT,,False,0,True,62,True,False,https://topengnet.ninehire.site/recruit,topengnet.ninehire.site,True,True,True,False,False
2023,120172,"Content Designer(신입,경력)",NEW,,False,0,True,255,True,False,https://career.spartacodingclub.kr/17e2b735-8b41-4ab1-820f-d811f487a879,career.spartacodingclub.kr,True,False,True,True,False
2023,127714,(주)시스게이트 [서울 영등포구] 의료기관 전산실 OA기기 유지보수 담당자 모집,NEW|EXPERIENCED,,False,0,True,148,True,False,https://job.incruit.com/jobdb_info/jobpost.asp?job=2301270000505,job.incruit.com,True,False,True,True,False
2023,123708,2023 상반기 InBody 수시채용(비개발),NEW|EXPERIENCED,,False,0,True,120,True,False,https://www.inbodyrecruit.com/recruit/contents/view/2302002,www.inbodyrecruit.com,True,False,True,True,False
2023,123709,2023 상반기 InBody 수시채용(개발),NEW|EXPERIENCED,,False,0,True,120,True,False,https://www.inbodyrecruit.com/recruit/contents/view/2302001,www.inbodyrecruit.com,True,False,True,True,False
2023,123710,Merchant Onboarding Specialist,CONTRACT,,False,0,True,139,True,False,https://toss.im/career/job-detail?isNewCareer=true&job_id=5521964003&gh_src=1b6a9aff3us&utm_source=jasoseol&utm_medium=post&utm_campaign=2302_MOS,toss.im,True,False,True,True,False
2023,123711,[평택시국제교류재단] 2023년 제1회 직원 채용 재공고,NEW|EXPERIENCED,,False,0,True,116,True,False,hr@pief.or.kr,,True,True,True,False,False
2023,123910,"[한국원자력연구원] 정규직 신입(﻿연구직, 기술직 등) 채용",NEW,,False,0,True,103,True,False,https://kaeri.recruitment.kr/appsite/company/index,kaeri.recruitment.kr,True,True,True,False,False
2023,123911,SPC삼립 각 부문 신입/경력 채용공고,NEW|EXPERIENCED,,False,0,True,131,True,False,https://spc.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=134273,spc.recruiter.co.kr,True,False,True,True,False
2023,123912,[한국지질자원연구원] 2023년 상반기 각 분야별 정규직원 공개채용,NEW|EXPERIENCED|CONTRACT,,False,0,True,103,True,False,https://kigam.recruiter.co.kr/app/jobnotice/list,kigam.recruiter.co.kr,True,True,True,False,False
2023,123915,"[JTBC] 보도국 사건반장 자료 조사원 (휴학생 가능, 외국어)",INTERN,,False,0,True,132,True,False,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=45166649&view_type=list,www.saramin.co.kr,True,False,True,True,False
2023,123917,2023년 사무행정직 수시채용 [원료지원],NEW|EXPERIENCED,,False,0,True,105,True,False,https://lsmnm.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=134143,lsmnm.recruiter.co.kr,True,True,True,False,False
2024,171820,[파나시아] 스마트서비스본부 ACS&SMR 신사업 담당 신입/경력 채용,NEW,,False,0,True,97,True,False,https://worldpanasia.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=173557,worldpanasia.recruiter.co.kr,True,True,True,False,False
2024,171480,[현대자동차] 연구개발 신입 수시 채용,NEW,NEW,False,5,True,208,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2024,171491,[현대자동차] 생산/제조 신입 수시 채용,NEW,NEW,False,114,True,181,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2024,171492,[현대자동차] 사업/기획 신입 수시 채용,NEW,NEW,False,68,True,181,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2024,171493,[현대자동차] 경영지원 신입 수시 채용,NEW,NEW,False,34,True,179,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2024,171494,[현대자동차] IT 신입 수시 채용,NEW,NEW,False,3,True,175,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2024,171898,[LG전자] 2024 상반기 신입사원 채용,NEW,NEW,False,2,True,676,True,False,https://careers.lg.com/app/job/RetrieveJobNoticesDetail.rpi,careers.lg.com,True,False,True,True,True
2024,171900,[LG마그나] 2024 상반기 신입사원&산학장학생 모집,NEW,,False,0,True,467,True,False,https://careers.lg.com/app/job/RetrieveJobNoticesDetail.rpi?jobNoticeId=401388,careers.lg.com,True,False,True,True,False
2024,173928,[일양약품] 해외사업팀 (공고연장),NEW,,False,0,True,70,True,False,https://recruit.ilyang.co.kr/Recruit_02_02_R.asp?BBS_Page=1&Seq_No=1252,recruit.ilyang.co.kr,True,True,True,False,False
2024,173173,[토스] Community Operation Specialist,CONTRACT,,False,0,True,1,True,False,https://toss.im/career/job-detail?job_id=4802717003&gh_src=85f36b0f3us&utm_source=linkareer&utm_medium=post&utm_campaign=2403_COS_RE,toss.im,True,True,True,False,False
2024,173174,[토스] Concierge Service Coordinator,CONTRACT,,False,0,True,1,True,False,https://toss.im/career/job-detail?job_id=5585358003&gh_src=85f36b0f3us&utm_source=linkareer&utm_medium=post&utm_campaign=2403_CSC_RE,toss.im,True,True,True,False,False
2024,171907,[포스코인터내셔널] 2024년 상반기 신입사원 채용 (~3/25),NEW,NEW,False,9,True,152,True,False,https://recruit.posco.com/h22a01-front/H22A1001.html?id=249001,recruit.posco.com,True,False,True,True,True
2024,171909,[포스코] 2024년 상반기 신입사원 채용 (~3/25),NEW,NEW,False,24,True,152,True,False,https://recruit.posco.com/h22a01-front/H22A1001.html?id=250000,recruit.posco.com,True,False,True,True,True
2024,171910,[현대카드/커머셜] 2024 인턴십 채용,INTERN,INTERN,False,21,True,733,True,False,https://careerhyundai.recruiter.co.kr/career/jobs/14886,careerhyundai.recruiter.co.kr,True,False,True,True,True
2024,172119,링글 Ringle Tutor-Product Team 채용 공고,INTERN,,False,0,True,2583,True,False,career@ringleplus.com,,True,False,True,True,False
2024,172557,[한국장애인고용공단] 충북지사 기간제 근로자(체험형 청년인턴) 채용,INTERN,,False,0,True,67,True,False,yjk0802@kead.or.kr,,True,True,True,False,False
2024,172558,[한국장애인고용공단] 경남동부지사 기간제 근로자(체험형 청년인턴) 채용,INTERN,,False,0,True,70,True,False,inhyesong@kead.or.kr,,True,True,True,False,False
2024,172417,[넵스] 2024년 각 부문별 신입 및 경력 채용,NEW,,False,0,True,210,True,False,https://www.jobkorea.co.kr/Recruit/GI_Read/44135883?Oem_Code=C1&PageGbn=ST,www.jobkorea.co.kr,True,False,True,True,False
2025,227063,[현대자동차] 장애인 신입 특별채용 (~03/14 17시),NEW,,False,0,True,300,True,False,https://talent-hyundai-now.com/handicap/,talent-hyundai-now.com,True,False,True,True,False
2025,226892,(사전공고)[현대자동차] 25년 3월 신입 채용 (~03/14),NEW,,False,0,True,360,True,False,https://talent.hyundai.com/apply/applyList.hc?nfGubnC=ac85892205b92e8cecdc87185a3fbf039f04b2a7751ccf0e8a1f547d53b9945a&tagArray=&sortDataTagArray=&areaDataTagArray=&fieldDataTagArray=&occupDataTagArray=&intnsvYn=,talent.hyundai.com,True,False,True,True,False
2025,226921,[KT텔레캅] 2025년 3차 KT텔레캅 SG사원 상시채용,CONTRACT,,False,0,True,284,True,False,https://recruit.kt.com/careers/208813,recruit.kt.com,True,False,True,True,False
2025,227039,[현대자동차] 3월 신입 채용 (경영지원),NEW,NEW,False,22,True,217,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2025,227042,[현대자동차] 3월 신입 채용 (사업/기획),NEW,NEW,False,38,True,426,True,False,https://talent-hyundai-now.com/new/,talent-hyundai-now.com,True,False,True,True,True
2025,227044,[현대자동차] 3월 신입 채용 (생산/제조),NEW,NEW,False,79,True,736,True,False,https://talent-hyundai-now.com/new/jd_03.html,talent-hyundai-now.com,True,False,True,True,True
2025,228165,[BAT] 2025 상반기 신입사원 채용 (커머셜 마케팅 & 대외활동 및 홍보),NEW,NEW,False,2,True,228,True,False,https://careers.bat.com/en,careers.bat.com,True,False,True,True,True
2025,228845,[삼성E&A] 2025년 대학생 인턴 모집 안내,INTERN,INTERN,False,24,True,1108,True,False,https://www.samsungcareers.com/hr/?no=19652,www.samsungcareers.com,True,False,True,True,True
