path,module,className,function,signature,purpose,inputGrain,outputGrain,requiredColumns,producedColumns,exceptions,idempotency,testPath
pipeline/src/p4/common/manifest_cursor.py,p4.common.manifest_cursor,,plan_manifest_work,"plan_manifest_work(manifest_rows: Iterable[Mapping[str, Any]], processed: Iterable[Mapping[str, object]], parse_version: str) -> list[dict[str, Any]]",No function docstring; inspect source,module-specific input,module-specific output,"[""PROCESS"", ""SKIP_IDENTICAL_RAW_AND_PARSE_VERSION"", ""action"", ""contentSha256"", ""manifestOffset"", ""parseVersion"", ""rawSha256""]","[""action"", ""manifestOffset"", ""parseVersion"", ""rawSha256""]",[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_observed_development.py
pipeline/src/p4/common/manifest_cursor.py,p4.common.manifest_cursor,ManifestCursor,as_dict,"as_dict(self) -> dict[str, object]",No function docstring; inspect source,module-specific input,module-specific output,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_observed_development.py
pipeline/src/p4/common/time.py,p4.common.time,,ensure_seoul_datetime,ensure_seoul_datetime(value: datetime | str) -> datetime,No function docstring; inspect source,module-specific input,module-specific output,[],[],"[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_common.py
pipeline/src/p4/common/time.py,p4.common.time,,period_month,period_month(value: date | datetime | str) -> date,No function docstring; inspect source,module-specific input,module-specific output,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_common.py
pipeline/src/p4/common/time.py,p4.common.time,,quarter_number,quarter_number(value: date | datetime | str) -> int,No function docstring; inspect source,module-specific input,module-specific output,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_common.py
pipeline/src/p4/common/time.py,p4.common.time,,quarter_label,quarter_label(value: date | datetime | str) -> str,No function docstring; inspect source,module-specific input,module-specific output,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/duty_input.py,p4.contracts.duty_input,,validate_duty_input_handoff,"validate_duty_input_handoff(path: str | Path) -> dict[str, Any]",No function docstring; inspect source,duty handoff JSON,validated handoff rows,"[""EMPIRICAL"", ""SCHEMA_AND_FIXTURE_ONLY"", ""agentId"", ""contractVersion"", ""dataProvenance"", ""empiricalUseAllowed"", ""fixtureRows"", ""recipientAgentId"", ""rowSchema"", ""status""]",[],"[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_duty_input_handoff.py
pipeline/src/p4/contracts/duty_input.py,p4.contracts.duty_input,,validate_observed_duty_input_handoff,"validate_observed_duty_input_handoff(path: str | Path) -> dict[str, Any]",No function docstring; inspect source,duty handoff JSON,validated handoff rows,"[""CRAWL_20260806_03"", ""OBSERVED_DEVELOPMENT_ONLY"", ""agentId"", ""contractVersion"", ""crawlReleaseId"", ""empiricalUseAllowed"", ""inputSha256"", ""recipientAgentId"", ""rows"", ""status""]",[],"[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_observed_development.py|pipeline/tests/unit/test_duty_input_handoff.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,_version_tuple,"_version_tuple(value: str) -> tuple[int, ...]",No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,discover_contract_bundles,discover_contract_bundles(contracts_root: str | Path) -> list[ContractBundle],No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,latest_contract_bundle,latest_contract_bundle(contracts_root: str | Path) -> ContractBundle | None,No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,load_crawl_release,load_crawl_release(path: str | Path) -> CrawlRelease,No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,find_crawl_releases,find_crawl_releases(project_root: str | Path) -> list[Path],No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,contract_bundle_status,"contract_bundle_status(bundle: str | Path) -> dict[str, Any]",No function docstring; inspect source,contract/release files,validated contract/release object,"[""bundlePath"", ""contractVersion"", ""exists"", ""missingFiles"", ""ready"", ""version""]","[""bundlePath"", ""contractVersion"", ""exists"", ""missingFiles"", ""ready""]",[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,load_contract_yaml,"load_contract_yaml(bundle: str | Path) -> dict[str, Any]",No function docstring; inspect source,contract/release files,validated contract/release object,[],[],"[""TypeError""]",DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,_resolve_release_path,"_resolve_release_path(root: Path, relative: str) -> Path",No function docstring; inspect source,contract/release files,validated contract/release object,[],[],"[""ValueError""]",DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,_manifest_rows,"_manifest_rows(path: Path) -> Iterable[dict[str, Any]]",No function docstring; inspect source,contract/release files,validated contract/release object,"[""artifacts"", ""rows""]",[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,manifest_has_raw_lineage,manifest_has_raw_lineage(path: Path) -> bool,No function docstring; inspect source,contract/release files,validated contract/release object,"[""rawPath"", ""rawSha256"", ""sourceUrl""]",[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,validate_crawl_release,"validate_crawl_release(path: str | Path, expected_contract_version: str | None=None) -> dict[str, Any]",No function docstring; inspect source,contract/release files,validated contract/release object,"[""checksumCount"", ""checksums"", ""coverage"", ""manifestRawLineageFlags"", ""manifests"", ""paths"", ""queryRegistry"", ""rawLineageVerified"", ""release"", ""releaseRoot"", ""schemaSnapshot""]","[""checksumCount"", ""checksums"", ""coverage"", ""manifestRawLineageFlags"", ""manifests"", ""paths"", ""queryRegistry"", ""rawLineageVerified"", ""release"", ""releaseRoot"", ""schemaSnapshot""]","[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,,assess_crawl_release,"assess_crawl_release(path: str | Path, expected_contract_version: str='2.1.2') -> dict[str, Any]",No function docstring; inspect source,contract/release files,validated contract/release object,"[""CRAWL_"", ""CRAWL_READY"", ""EMPIRICAL_CORPUS_ACCEPTED"", ""EMPIRICAL_CORPUS_REJECTED"", ""READY"", ""SOURCE_ADAPTER_CONFORMANCE_ACCEPTED"", ""checksumCount"", ""checksumPassed"", ""checksumPath"", ""checksum_path"", ""contractVersion"", ""contractVersionMismatchOrMissing"", ""contract_version"", ""coveragePath"", ""coverage_path"", ""derived"", ""detail"", ""detailRawPerRecordLineageMissing"", ""detailRawPerRecordLineageVerified"", ""empiricalCorpusStatus"", ""empiricalRejectionReasons"", ""entityType"", ""manifestPaths"", ""manifest_paths"", ""note"", ""paginationUnverified"", ""paginationVerified"", ""pagination_verified"", ""queryRegistryPath"", ""query_registry_path""]","[""checksumCount"", ""checksumPassed"", ""checksum_path"", ""contractVersion"", ""coverage_path"", ""detailRawPerRecordLineageVerified"", ""empiricalCorpusStatus"", ""empiricalRejectionReasons"", ""manifest_paths"", ""paginationVerified"", ""query_registry_path"", ""releaseId"", ""releaseStatus"", ""schema_snapshot_path"", ""sourceAdapterConformanceStatus""]","[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,ContractBundle,schema_path,schema_path(self) -> Path,No function docstring; inspect source,contract/release files,validated contract/release object,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,ContractBundle,from_path,"from_path(cls, path: str | Path) -> 'ContractBundle'",No function docstring; inspect source,contract/release files,validated contract/release object,"[""ContractBundle"", ""version""]",[],"[""ValueError""]",DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/loader.py,p4.contracts.loader,CrawlRelease,from_dict,"from_dict(cls, payload: dict[str, Any]) -> 'CrawlRelease'",No function docstring; inspect source,contract/release files,validated contract/release object,"[""CRAWL_"", ""CrawlRelease"", ""RECON"", ""checksumPath"", ""checksum_path"", ""contractVersion"", ""contract_version"", ""coveragePath"", ""coverage_path"", ""manifestPaths"", ""manifest_paths"", ""queryRegistryPath"", ""query_registry_path"", ""releaseId"", ""release_id"", ""schemaSnapshotPath"", ""schema_snapshot_path"", ""sourceEnd"", ""sourceStart"", ""source_end"", ""source_start""]","[""checksum_path"", ""contract_version"", ""coverage_path"", ""manifest_paths"", ""query_registry_path"", ""release_id"", ""schema_snapshot_path"", ""source_end"", ""source_start""]","[""TypeError"", ""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/release_validation.py,p4.contracts.release_validation,,_gap,"_gap(release_id: str, failed_gate: str, required_value: Any, observed_value: Any, affected_paths: list[str], blocking: bool=True) -> dict[str, Any]",No function docstring; inspect source,crawl release directory,three-way acceptance result,"[""affectedPaths"", ""blocking"", ""failedGate"", ""observedValue"", ""releaseId"", ""requiredValue""]","[""affectedPaths"", ""blocking"", ""failedGate"", ""observedValue"", ""releaseId"", ""requiredValue""]",[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_observed_development.py
pipeline/src/p4/contracts/release_validation.py,p4.contracts.release_validation,,validate_release_gates,"validate_release_gates(handoff_path: str | Path, *, expected_contract_version: str='2.1.2') -> dict[str, Any]",Separate parser/source conformance from full empirical-corpus acceptance.,crawl release directory,three-way acceptance result,"[""CRAWL_READY"", ""FAIL"", ""PASS"", ""READY"", ""all"", ""allowed"", ""approved"", ""assetManifestRows"", ""asset_manifest"", ""benchmarkAssetMinimum"", ""blocking"", ""checksumCount"", ""checksumPassed"", ""complete"", ""completeMonths"", ""contractVersion"", ""coverage"", ""coveragePath"", ""coverageReason"", ""coverage_path"", ""detail"", ""detailRawPerRecordLineageVerified"", ""discoveredPostingIds"", ""empiricalAnalysisAllowed"", ""entityType"", ""failedGates"", ""fetch_manifest"", ""fullCorpusAcceptance"", ""fullDetailRawLineage"", ""hasDetailRawHtml""]","[""assetManifestRows"", ""benchmarkAssetMinimum"", ""checksumCount"", ""checksumPassed"", ""completeMonths"", ""contractVersion"", ""coverage"", ""discoveredPostingIds"", ""empiricalAnalysisAllowed"", ""failedGates"", ""fullCorpusAcceptance"", ""observedBatch"", ""observedManifestPostings"", ""paginationVerified"", ""perRecordSha256"", ""postingManifestRawOnlyRows"", ""postingManifestRows"", ""rawDetailManifestRows"", ""rawDetailRecords"", ""releaseId"", ""routedAssetsFetched"", ""sourceAdapterConformance"", ""targetMonths"", ""uniquePostingIds"", ""unverifiedMonths""]",[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_observed_development.py
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,_version_tuple,"_version_tuple(value: str) -> tuple[int, ...]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,verify_checksums,"verify_checksums(bundle: str | Path) -> dict[str, Any]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""checked"", ""malformed"", ""mismatches"", ""passed""]","[""checked"", ""malformed"", ""mismatches"", ""passed""]",[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,validate_contract_schema,"validate_contract_schema(bundle: str | Path) -> dict[str, Any]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,[],[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,validate_contract_manifest,"validate_contract_manifest(bundle: str | Path) -> dict[str, Any]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""contractVersion""]",[],"[""TypeError"", ""ValueError""]",DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,_manifest_hash,"_manifest_hash(manifest: dict[str, Any], filename: str) -> str | None",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""files"", ""path"", ""sha256""]",[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,find_cross_schema_foreign_keys,find_cross_schema_foreign_keys(ddl: str) -> list[str],No function docstring; inspect source,contract mapping/DDL,validation result or exception,[],[],[],DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,assert_duckdb_executable_ddl,assert_duckdb_executable_ddl(ddl: str) -> None,No function docstring; inspect source,contract mapping/DDL,validation result or exception,[],[],"[""ValueError""]",DETERMINISTIC_EXPECTED,pipeline/tests/unit/test_contracts.py
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,_table_specs,"_table_specs(contract: dict[str, Any]) -> list[dict[str, Any]]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""name"", ""tables""]","[""name""]",[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,compare_contract_to_ddl,"compare_contract_to_ddl(contract: dict[str, Any], ddl: str) -> dict[str, list[str]]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""columns"", ""missingColumns"", ""missingTables"", ""name""]","[""missingColumns"", ""missingTables"", ""name""]",[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,_required_fields,"_required_fields(contract: dict[str, Any]) -> Iterable[str]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""requiredFields""]",[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,_column_specs,"_column_specs(table: dict[str, Any]) -> Iterable[tuple[str, dict[str, Any]]]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""columns"", ""name""]",[],[],DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
pipeline/src/p4/contracts/validators.py,p4.contracts.validators,,validate_metric_metadata,"validate_metric_metadata(bundle: str | Path, contract_version: str) -> dict[str, Any]",No function docstring; inspect source,contract mapping/DDL,validation result or exception,"[""contractVersion"", ""dedupApplied"", ""denominator"", ""eligiblePopulation"", ""grain"", ""interpretation"", ""metricCount"", ""metrics"", ""numerator"", ""prohibitedInterpretation"", ""requiredMetadata"", ""unit"", ""unknownHandling""]","[""metricCount"", ""requiredMetadata""]","[""ValueError""]",DETERMINISTIC_EXPECTED,NO_DIRECT_TEST_REFERENCE
