chunkId,trackId,sectionId,sourceBlockId,chunkType,chunkText,normalizedText,ncsMappableFlag,chunkingVersion
CHK_3b0e268f1e53076ba4c90308,TRK_73bb2b6a2af1a7b7ff4f,SEC_7a3db49251eeb69abef6,SBK_7174215a1622afe8d1964dc2,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_c68d09c015dc725928c03b72,TRK_73bb2b6a2af1a7b7ff4f,SEC_7a3db49251eeb69abef6,SBK_7174215a1622afe8d1964dc2,OTHER,서류전형/온라인 AI 역량검사 > 온라인 인성검사 > 1차면접 > 2차면접/신체검사 > 최종합격,서류전형/온라인 ai 역량검사 > 온라인 인성검사 > 1차면접 > 2차면접/신체검사 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_e7d4b10eb5727c59e6701bd8,TRK_73bb2b6a2af1a7b7ff4f,SEC_f24d99680668f2395489,SBK_c3f5ce9b5f05cd501294d060,DUTY,생산기술,생산기술,True,p4-semantic-chunk-v4.0.0
CHK_bf1722059a57fd3e7bf72e87,TRK_73bb2b6a2af1a7b7ff4f,SEC_f24d99680668f2395489,SBK_c3f5ce9b5f05cd501294d060,DUTY,수요산업 및 제품/기술동향 조사,수요산업 및 제품/기술동향 조사,True,p4-semantic-chunk-v4.0.0
CHK_946dd875eaf87ae1abe6aacf,TRK_73bb2b6a2af1a7b7ff4f,SEC_f24d99680668f2395489,SBK_c3f5ce9b5f05cd501294d060,DUTY,소재/강관제품 개발 및 시생산/평가 등,소재/강관제품 개발 및 시생산/평가 등,True,p4-semantic-chunk-v4.0.0
CHK_ae1908e76bf62282b7ce1c0b,TRK_73bb2b6a2af1a7b7ff4f,SEC_bb787d85d61510fa980c,SBK_db62f424254e1845b95066f1,REQUIREMENT,국내외 4년제 대학교(원) 졸업자,국내외 4년제 대학교(원) 졸업자,True,p4-semantic-chunk-v4.0.0
CHK_aea9e09341937510577d7744,TRK_8283fc98f06a9fdb44ca,SEC_acf109400d23d023cbf8,SBK_a7f36b47b8d4ef15364dc37e,OTHER,[금강주택] 총 00명! 각 부문 신입 및 경력 채용(~3/14),[금강주택] 총 00명! 각 부문 신입 및 경력 채용(~3/14),False,p4-semantic-chunk-v4.0.0
CHK_23b115c480488dd7254dd4b8,TRK_8283fc98f06a9fdb44ca,SEC_acf109400d23d023cbf8,SBK_a7f36b47b8d4ef15364dc37e,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_9ee8a9796af72e88c9a83ee0,TRK_8283fc98f06a9fdb44ca,SEC_acf109400d23d023cbf8,SBK_a7f36b47b8d4ef15364dc37e,OTHER,서류전형 > 인적성검사 > 1차면접 > 2차면접 > 채용검진 > 최종합격,서류전형 > 인적성검사 > 1차면접 > 2차면접 > 채용검진 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_d53038c1001437e10eb4b408,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,건축,건축,True,p4-semantic-chunk-v4.0.0
CHK_42ee0737fa17fb081c70e0a5,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,전기,전기,True,p4-semantic-chunk-v4.0.0
CHK_faa4c29dff9e1239ed6698c8,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,안전/보건,안전/보건,True,p4-semantic-chunk-v4.0.0
CHK_e804787ed22b20a685123fd3,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,개발사업,개발사업,True,p4-semantic-chunk-v4.0.0
CHK_70973ff894b16c3bab61fbd3,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,인사총무,인사총무,True,p4-semantic-chunk-v4.0.0
CHK_f06f37456a58c80ff445e64f,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,법무,법무,True,p4-semantic-chunk-v4.0.0
CHK_f803825dbb127a0d113c82cf,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,자재 등,자재 등,True,p4-semantic-chunk-v4.0.0
CHK_d9f022f19ce4038a68a33238,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,"건축시공,품질관리 및 하도급 관리","건축시공,품질관리 및 하도급 관리",True,p4-semantic-chunk-v4.0.0
CHK_417afd0e71c922083ead92fd,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,건축현장 설비 시공 및 관리,건축현장 설비 시공 및 관리,True,p4-semantic-chunk-v4.0.0
CHK_61161e6f050cd79697e82367,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,프로젝트별 설계 및 공법 적용 검토,프로젝트별 설계 및 공법 적용 검토,True,p4-semantic-chunk-v4.0.0
CHK_38b1d4c60644c3a440e87889,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,인사/교육/총무/홍보/전산,인사/교육/총무/홍보/전산,True,p4-semantic-chunk-v4.0.0
CHK_53e27846f8fcae26dab290c0,TRK_8283fc98f06a9fdb44ca,SEC_850fea27f1bde64e77d0,SBK_d1d0770b4ced2e9267c4ee15,DUTY,건설 관련 자재 구매 및 관리 등,건설 관련 자재 구매 및 관리 등,True,p4-semantic-chunk-v4.0.0
CHK_a2ad45356ed0fbeead24a8fb,TRK_8283fc98f06a9fdb44ca,SEC_6c210c38fb4e74abbb99,SBK_6ca9d7722cf79329aa476105,REQUIREMENT,4년제 대학교 졸업자 및 2월 졸업예정자,4년제 대학교 졸업자 및 2월 졸업예정자,True,p4-semantic-chunk-v4.0.0
CHK_d8ebfc175ba1fc350604fb62,TRK_8283fc98f06a9fdb44ca,SEC_6c210c38fb4e74abbb99,SBK_6ca9d7722cf79329aa476105,COMPETENCY_EXPERIENCE,각 직무별 관련학과 전공 및 관련 자격증 소지자,각 직무별 관련학과 전공 및 관련 자격증 소지자,True,p4-semantic-chunk-v4.0.0
CHK_ff35ed7e74e1ac983f3f9435,TRK_8dc918e2b1feb037f653,SEC_cfef86d690c93b350f83,SBK_5e162699a71204dcece5e245,OTHER,[아이디어키] 야근강요 없음! 각 부문별 신입 및 경력 채용(~3/31),[아이디어키] 야근강요 없음! 각 부문별 신입 및 경력 채용(~3/31),False,p4-semantic-chunk-v4.0.0
CHK_c370cf9b93d8c6ce8ce00bed,TRK_8dc918e2b1feb037f653,SEC_cfef86d690c93b350f83,SBK_5e162699a71204dcece5e245,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_72c5901c651a32e722ecf47e,TRK_8dc918e2b1feb037f653,SEC_cfef86d690c93b350f83,SBK_5e162699a71204dcece5e245,OTHER,서류전형 > 1차면접 > 2차면접 > 최종합격,서류전형 > 1차면접 > 2차면접 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_fbbaa0b95f810cd9cc8aa3dc,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,브랜드 마케팅,브랜드 마케팅,True,p4-semantic-chunk-v4.0.0
CHK_f745ee9142a2d1926cd3d908,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,이커머스 영업AE,이커머스 영업ae,True,p4-semantic-chunk-v4.0.0
CHK_4abf67767f9271dec214324b,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,광고영업AE,광고영업ae,True,p4-semantic-chunk-v4.0.0
CHK_e2291cb248fc12e860817aba,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,마케팅,마케팅,True,p4-semantic-chunk-v4.0.0
CHK_47e260b1aa3da859fd37a276,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,브랜드 바이럴 마케팅 기획 및 실행,브랜드 바이럴 마케팅 기획 및 실행,True,p4-semantic-chunk-v4.0.0
CHK_d3f7937382cf15f3f0e0ff2a,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,광고주 광고 연구 및 솔루션 분석,광고주 광고 연구 및 솔루션 분석,True,p4-semantic-chunk-v4.0.0
CHK_bc7262032dd9e64ea0fc83a5,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,디지털광고 제안 및 수주,디지털광고 제안 및 수주,True,p4-semantic-chunk-v4.0.0
CHK_3ec83a7283d96ecae0902b52,TRK_8dc918e2b1feb037f653,SEC_3549519967896730d018,SBK_930d9704da9e8185b9c33e73,DUTY,광고효과 분석 및 관리 등,광고효과 분석 및 관리 등,True,p4-semantic-chunk-v4.0.0
CHK_5ddf629a4c65a0fc9bf869ff,TRK_8dc918e2b1feb037f653,SEC_41d2173751f8f4f622c3,SBK_d28dadc7e610cc58b0b89181,REQUIREMENT,직무별 상이,직무별 상이,True,p4-semantic-chunk-v4.0.0
CHK_49720ab746c2e0c99e285eff,TRK_942cf9403ccba789c3d1,SEC_5f63aad2edf0c37c64d6,SBK_029452c61ae72e8b7fdae580,OTHER,[태양금속공업] 기숙사 운영! 경영정보팀 신입사원 채용(~3/17),[태양금속공업] 기숙사 운영! 경영정보팀 신입사원 채용(~3/17),False,p4-semantic-chunk-v4.0.0
CHK_4d3ed76a2e512344a8f88f82,TRK_942cf9403ccba789c3d1,SEC_5f63aad2edf0c37c64d6,SBK_029452c61ae72e8b7fdae580,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_519e4dfaf7de22f6c53aae42,TRK_942cf9403ccba789c3d1,SEC_5f63aad2edf0c37c64d6,SBK_029452c61ae72e8b7fdae580,OTHER,서류전형 > 면접 > 심층면접 > 신체검사 > 최종합격,서류전형 > 면접 > 심층면접 > 신체검사 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_bdc3ca237810862732fb46c6,TRK_942cf9403ccba789c3d1,SEC_ad8746ec23a628f52965,SBK_f5e26527676e8642e83b4c41,DUTY,경영정보,경영정보,True,p4-semantic-chunk-v4.0.0
CHK_5f997f3ce5d6f3bdb376f39d,TRK_942cf9403ccba789c3d1,SEC_ad8746ec23a628f52965,SBK_f5e26527676e8642e83b4c41,DUTY,ERP프로그램 개발/운영,erp프로그램 개발/운영,True,p4-semantic-chunk-v4.0.0
CHK_5459d5b1a3e43fb1ecd7eaa2,TRK_942cf9403ccba789c3d1,SEC_adc5846fb631a8b2cca7,SBK_5acb92d13c6fa1ffa4aed693,REQUIREMENT,컴퓨터/전산관력학과 전공자,컴퓨터/전산관력학과 전공자,True,p4-semantic-chunk-v4.0.0
CHK_3661778da030b61922dafe17,TRK_942cf9403ccba789c3d1,SEC_adc5846fb631a8b2cca7,SBK_5acb92d13c6fa1ffa4aed693,COMPETENCY_EXPERIENCE,정보처리기사 자격증,정보처리기사 자격증,True,p4-semantic-chunk-v4.0.0
CHK_f9e3e39cf7916bfd89837294,TRK_a9cbe040acfe75141aa9,SEC_3c1074a25d83370ed9d9,SBK_d4a9353671aabb953ff750ee,OTHER,[ABC마트코리아] 재경부(재무팀 및 회계팀) 신입 및 경력 채용(~3/10),[abc마트코리아] 재경부(재무팀 및 회계팀) 신입 및 경력 채용(~3/10),False,p4-semantic-chunk-v4.0.0
CHK_f3b4c71342b7b082c96d001d,TRK_a9cbe040acfe75141aa9,SEC_3c1074a25d83370ed9d9,SBK_d4a9353671aabb953ff750ee,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_63425577c03f8319c240eb8c,TRK_a9cbe040acfe75141aa9,SEC_3c1074a25d83370ed9d9,SBK_d4a9353671aabb953ff750ee,OTHER,온라인접수 > 면접전형 > 최종합격,온라인접수 > 면접전형 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_5b5b61602fb8548d973f973e,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,회계,회계,True,p4-semantic-chunk-v4.0.0
CHK_fbb1ea384b2faf0a2feec565,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,재무,재무,True,p4-semantic-chunk-v4.0.0
CHK_3b1a1165020dc24c76d75d52,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,전표입력 및 계정명세 작성,전표입력 및 계정명세 작성,True,p4-semantic-chunk-v4.0.0
CHK_fe13abcc33526dd26801ac9c,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,기타 서류 및 증빙 정리,기타 서류 및 증빙 정리,True,p4-semantic-chunk-v4.0.0
CHK_384508dd33328076fe4e0c33,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,수수료 정산업무,수수료 정산업무,True,p4-semantic-chunk-v4.0.0
CHK_c5862b95e9425016ffa8ec1b,TRK_a9cbe040acfe75141aa9,SEC_cc745927eec5019f0c45,SBK_3a996c9b6a181aa8b67f3520,DUTY,입출금 관리 및 은행업무 등,입출금 관리 및 은행업무 등,True,p4-semantic-chunk-v4.0.0
CHK_a02c1f524ca2a85feb7d64c7,TRK_a9cbe040acfe75141aa9,SEC_bd60fad7fdff98c0aec4,SBK_59745ec4503f1757b35c42d3,REQUIREMENT,초대졸 이상,초대졸 이상,True,p4-semantic-chunk-v4.0.0
CHK_1b39e5a3bbc80d18c52c6796,TRK_ace100936d896bc81753,SEC_285175397ac41df74fbd,SBK_bcae45619e5f9b6cf8c6805d,OTHER,[신코] 자녀학자금 지원! 2021년 신입사원 채용(~4/30),[신코] 자녀학자금 지원! 2021년 신입사원 채용(~4/30),False,p4-semantic-chunk-v4.0.0
CHK_49acbf018ef1022bcf68d46f,TRK_ace100936d896bc81753,SEC_285175397ac41df74fbd,SBK_bcae45619e5f9b6cf8c6805d,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_213eaa77e77019f4e6427f27,TRK_ace100936d896bc81753,SEC_285175397ac41df74fbd,SBK_bcae45619e5f9b6cf8c6805d,OTHER,서류전형 > 인성검사 > 면접전형 > 최종합격,서류전형 > 인성검사 > 면접전형 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_015ebcf4c52219396d8f691a,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,기술지원,기술지원,True,p4-semantic-chunk-v4.0.0
CHK_ee88fea7a76a42a636295cd0,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,영업지원,영업지원,True,p4-semantic-chunk-v4.0.0
CHK_c8ec9890a03f6d9925e68c19,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,기술영업,기술영업,True,p4-semantic-chunk-v4.0.0
CHK_e6729108c7b0038e54cc31d1,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,과학/분석 기기 엔지니어 업무,과학/분석 기기 엔지니어 업무,True,p4-semantic-chunk-v4.0.0
CHK_74e700eb5f4d631b6164dd5a,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,입/출고 및 납품 등 영업지원 업무,입/출고 및 납품 등 영업지원 업무,True,p4-semantic-chunk-v4.0.0
CHK_21a2032317b65c3bab8ba0b6,TRK_ace100936d896bc81753,SEC_c36dbd484a03613a3406,SBK_4d7c377eca30c1403790b416,DUTY,연구기자재 기술영업 업무 등,연구기자재 기술영업 업무 등,True,p4-semantic-chunk-v4.0.0
CHK_560d7a7432a56c2b43732993,TRK_ace100936d896bc81753,SEC_2d717ac94ccc64b620c5,SBK_a0bce462986da3f0a8e9ee60,REQUIREMENT,공고참조,공고참조,True,p4-semantic-chunk-v4.0.0
CHK_d281899fd984acb147cc7dd5,TRK_aff9d96ee2bfd0786c43,SEC_a68b8b195c8542eca30c,SBK_a580eb010f20b340ac712d84,OTHER,[현대홈쇼핑] 현대백화점 계열사! 방송FD 전문직 채용(~3/11),[현대홈쇼핑] 현대백화점 계열사! 방송fd 전문직 채용(~3/11),False,p4-semantic-chunk-v4.0.0
CHK_712980e15f30928f482af297,TRK_aff9d96ee2bfd0786c43,SEC_a68b8b195c8542eca30c,SBK_a580eb010f20b340ac712d84,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_e69e4e3d52f229817d7b4ba0,TRK_aff9d96ee2bfd0786c43,SEC_a68b8b195c8542eca30c,SBK_a580eb010f20b340ac712d84,OTHER,서류전형 > AI역량검사 > 실무면접 > 건강검진 > 최종합격,서류전형 > ai역량검사 > 실무면접 > 건강검진 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_a12c5fff566cfa718b8c1f83,TRK_aff9d96ee2bfd0786c43,SEC_7f11837dae3b40cf5657,SBK_d587f52c6a75678e67a20905,DUTY,방송FD,방송fd,True,p4-semantic-chunk-v4.0.0
CHK_66d80727c6c82360bea578a0,TRK_aff9d96ee2bfd0786c43,SEC_7f11837dae3b40cf5657,SBK_d587f52c6a75678e67a20905,DUTY,Live 방송 진행보조,live 방송 진행보조,True,p4-semantic-chunk-v4.0.0
CHK_0f85717694003202e8279e89,TRK_aff9d96ee2bfd0786c43,SEC_7f11837dae3b40cf5657,SBK_d587f52c6a75678e67a20905,DUTY,방송관련 업무지원,방송관련 업무지원,True,p4-semantic-chunk-v4.0.0
CHK_512c2930c031e8dc36855adf,TRK_aff9d96ee2bfd0786c43,SEC_2114946a1b601c085bd6,SBK_2ead04f2d6589534dcf08f38,COMPETENCY_EXPERIENCE,학력무관,학력무관,True,p4-semantic-chunk-v4.0.0
CHK_8d99e383b942bd2e67ca0118,TRK_aff9d96ee2bfd0786c43,SEC_2114946a1b601c085bd6,SBK_2ead04f2d6589534dcf08f38,REQUIREMENT,스케줄 근무 가능자,스케줄 근무 가능자,True,p4-semantic-chunk-v4.0.0
CHK_a0cdb225d1d11fe60192a83d,TRK_b238b36c1eeccb5f127c,SEC_0649ec75af40d77b5d7e,SBK_c5a2e5941919635c82a5e32f,OTHER,[한섬] 현대백화점 계열사! 생산팀 사무행정 직원 채용(~채용시 마감),[한섬] 현대백화점 계열사! 생산팀 사무행정 직원 채용(~채용시 마감),False,p4-semantic-chunk-v4.0.0
CHK_ae31730152aac70fd576a479,TRK_b238b36c1eeccb5f127c,SEC_0649ec75af40d77b5d7e,SBK_c5a2e5941919635c82a5e32f,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_314b389796001bfdebba4489,TRK_b238b36c1eeccb5f127c,SEC_0649ec75af40d77b5d7e,SBK_c5a2e5941919635c82a5e32f,OTHER,서류전형 > 인적성 검사 > 면접 전형 > 최종 입사,서류전형 > 인적성 검사 > 면접 전형 > 최종 입사,False,p4-semantic-chunk-v4.0.0
CHK_455a94e9588406afa4c34b62,TRK_b238b36c1eeccb5f127c,SEC_734a9aa090bd6824155c,SBK_df619e8036581c518b883c97,DUTY,타임생산/악세사리 생산,타임생산/악세사리 생산,True,p4-semantic-chunk-v4.0.0
CHK_8c04d9d84d3a49fd7cebe37f,TRK_b238b36c1eeccb5f127c,SEC_734a9aa090bd6824155c,SBK_df619e8036581c518b883c97,DUTY,작업지시서 입력/원가입력/수정사항 및 행정 업무,작업지시서 입력/원가입력/수정사항 및 행정 업무,True,p4-semantic-chunk-v4.0.0
CHK_57e60936f3a7a84f2352006f,TRK_b238b36c1eeccb5f127c,SEC_734a9aa090bd6824155c,SBK_df619e8036581c518b883c97,DUTY,택/라벨 및 포장 부자재 발주 및 수불업무,택/라벨 및 포장 부자재 발주 및 수불업무,True,p4-semantic-chunk-v4.0.0
CHK_8900be1ca2bb3c9e22381971,TRK_b238b36c1eeccb5f127c,SEC_734a9aa090bd6824155c,SBK_df619e8036581c518b883c97,DUTY,마감 업무 등,마감 업무 등,True,p4-semantic-chunk-v4.0.0
CHK_6c2fab88426bb12102fce845,TRK_b238b36c1eeccb5f127c,SEC_9b0f5cd7bc679d484fe6,SBK_630bb5f7ca7d046770b54ddb,REQUIREMENT,초대졸,초대졸,True,p4-semantic-chunk-v4.0.0
CHK_db4b0e0e7957ff2dc3d1703e,TRK_b4494691aae0b80c691c,SEC_a1064da548a8d5f91e57,SBK_44ad302b0ac16686e8471555,OTHER,[케이아이디비채권중개] 월 200만원! 채용조건부 인턴 채용(~3/14),[케이아이디비채권중개] 월 200만원! 채용조건부 인턴 채용(~3/14),False,p4-semantic-chunk-v4.0.0
CHK_240e65de5c859db0454188e1,TRK_b4494691aae0b80c691c,SEC_a1064da548a8d5f91e57,SBK_44ad302b0ac16686e8471555,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_f1b32ff06bf648e6489eb48c,TRK_b4494691aae0b80c691c,SEC_a1064da548a8d5f91e57,SBK_44ad302b0ac16686e8471555,OTHER,서류전형 > 1차면접 > 2차면접 > 최종합격,서류전형 > 1차면접 > 2차면접 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_0fcfa079782ebf88228e3adb,TRK_b4494691aae0b80c691c,SEC_d4216f15e80be7367dc8,SBK_98949d5d043810416ab56d70,DUTY,채권시장 중개,채권시장 중개,True,p4-semantic-chunk-v4.0.0
CHK_5a7649b2265cc8eedf13778d,TRK_b4494691aae0b80c691c,SEC_d4216f15e80be7367dc8,SBK_98949d5d043810416ab56d70,DUTY,태양관 발전사업 영업,태양관 발전사업 영업,True,p4-semantic-chunk-v4.0.0
CHK_edcde3e76f9e0869498be5b4,TRK_b4494691aae0b80c691c,SEC_d4216f15e80be7367dc8,SBK_98949d5d043810416ab56d70,DUTY,금융기관 간 채권 중개,금융기관 간 채권 중개,True,p4-semantic-chunk-v4.0.0
CHK_5c83e3bc6c98ae5312d80d0a,TRK_b4494691aae0b80c691c,SEC_c646bd6836221ed03763,SBK_bb7d2f720eaf38766b990baf,REQUIREMENT,4년제 대졸 이상 또는 9월 졸업예정자,4년제 대졸 이상 또는 9월 졸업예정자,True,p4-semantic-chunk-v4.0.0
CHK_bd7446766aca58b30818822b,TRK_b4494691aae0b80c691c,SEC_c646bd6836221ed03763,SBK_bb7d2f720eaf38766b990baf,REQUIREMENT,전공무관 등,전공무관 등,True,p4-semantic-chunk-v4.0.0
CHK_6c764b717c35aa1e01347cfb,TRK_b5820bfc908bbaac5398,SEC_4bc92087bfa1d77ee3d8,SBK_65a19d1285ea2ad2bd4d6d6b,OTHER,[종근당] 유연근무제 시행! 2021년 수시 채용(~3/14),[종근당] 유연근무제 시행! 2021년 수시 채용(~3/14),False,p4-semantic-chunk-v4.0.0
CHK_39415b03f5bf921c32f282d6,TRK_b5820bfc908bbaac5398,SEC_4bc92087bfa1d77ee3d8,SBK_65a19d1285ea2ad2bd4d6d6b,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_f27d52aee8440421f515cc35,TRK_b5820bfc908bbaac5398,SEC_4bc92087bfa1d77ee3d8,SBK_65a19d1285ea2ad2bd4d6d6b,OTHER,서류전형 및 AI면접 > 1차면접 > 2차면접 > 채용검진 > 최종합격,서류전형 및 ai면접 > 1차면접 > 2차면접 > 채용검진 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_52c220475b0423e115fb6df4,TRK_b5820bfc908bbaac5398,SEC_23400c1d3429b3ab5be4,SBK_e04598a367f91569b505237d,DUTY,의약품 관리약사,의약품 관리약사,True,p4-semantic-chunk-v4.0.0
CHK_39de59bd58f31a690727fa9b,TRK_b5820bfc908bbaac5398,SEC_23400c1d3429b3ab5be4,SBK_e04598a367f91569b505237d,DUTY,의약품 생산,의약품 생산,True,p4-semantic-chunk-v4.0.0
CHK_183fc4f73f34ace0bbcc2ec8,TRK_b5820bfc908bbaac5398,SEC_23400c1d3429b3ab5be4,SBK_e04598a367f91569b505237d,DUTY,"회의약품 제조관리, 생상공정관리 및 변경관리 업무","회의약품 제조관리, 생상공정관리 및 변경관리 업무",True,p4-semantic-chunk-v4.0.0
CHK_f4187ad7568cb4a727822b87,TRK_b5820bfc908bbaac5398,SEC_23400c1d3429b3ab5be4,SBK_e04598a367f91569b505237d,DUTY,내용고형제 포장공정설비 운영지원,내용고형제 포장공정설비 운영지원,True,p4-semantic-chunk-v4.0.0
CHK_b8dac6493afa6f16930d801d,TRK_b5820bfc908bbaac5398,SEC_23400c1d3429b3ab5be4,SBK_e04598a367f91569b505237d,DUTY,의약품 생산 업무 등,의약품 생산 업무 등,True,p4-semantic-chunk-v4.0.0
CHK_69485623c31ccd9e8c7381e5,TRK_b5820bfc908bbaac5398,SEC_ae85abdad34cf37b3b22,SBK_7975fb0b124ab3052f6ffac5,REQUIREMENT,기졸업자 및 졸업예정자 지원 가능,기졸업자 및 졸업예정자 지원 가능,True,p4-semantic-chunk-v4.0.0
CHK_b3faef8a8f1768c7fd785265,TRK_b76f96d639c2d408d90f,SEC_2ea333d4f1bc47a34865,SBK_d35edac3c09bd536d30b95a4,OTHER,[한국국제협력단] KOICA 해외사무소/재외공관 영프로페셔널(청년인턴) 채용(~3/18),[한국국제협력단] koica 해외사무소/재외공관 영프로페셔널(청년인턴) 채용(~3/18),False,p4-semantic-chunk-v4.0.0
CHK_758630c60bb4f48acfe3b1ae,TRK_b76f96d639c2d408d90f,SEC_2ea333d4f1bc47a34865,SBK_d35edac3c09bd536d30b95a4,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_ae916f03348ace51255ecbdd,TRK_b76f96d639c2d408d90f,SEC_2ea333d4f1bc47a34865,SBK_d35edac3c09bd536d30b95a4,OTHER,"서류전형 > 적합도검사, 면접전형 > 최종합격","서류전형 > 적합도검사, 면접전형 > 최종합격",False,p4-semantic-chunk-v4.0.0
CHK_1a5b0bb99f6bf56c2d7a8e76,TRK_b76f96d639c2d408d90f,SEC_d033becb7794aa31fc22,SBK_3d6997e4f33d5cf069c041bd,DUTY,ODA사업,oda사업,True,p4-semantic-chunk-v4.0.0
CHK_9196cc9069e52f861dba5a0d,TRK_b76f96d639c2d408d90f,SEC_d033becb7794aa31fc22,SBK_3d6997e4f33d5cf069c041bd,DUTY,공고참조,공고참조,True,p4-semantic-chunk-v4.0.0
CHK_2a1a9529b2166e2e006826bb,TRK_b76f96d639c2d408d90f,SEC_343ba5b27d73c4d2bc58,SBK_7e04dfd2abf544393c2be5f8,REQUIREMENT,만 19세 이상 만 34세 이하,만 19세 이상 만 34세 이하,True,p4-semantic-chunk-v4.0.0
CHK_2496fd45e0afe2ac3add9e97,TRK_b76f96d639c2d408d90f,SEC_343ba5b27d73c4d2bc58,SBK_7e04dfd2abf544393c2be5f8,REQUIREMENT,공인영어성적,공인영어성적,True,p4-semantic-chunk-v4.0.0
