notebook_path,owner_agent,owner_remote_head,stage_id,source_sha256,cell_count,code_cell_count,source_output_count,source_execution_count,parameters_tag,project_imports,module_calls,actual_module_call,input,output,run_mode,gate,execution_status,executed_path,executed_output_count,executed_code_cells,stage_output_root,required_artifacts_present,checksum_status,semantic_finding
pipeline/notebooks/05ExtractRequirements.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-05-REQUIREMENT,1a00c129bc3957ca878fcc75c17a71059b78a56fb34d3e38efc7ce8f341c012b,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_extract_requirements_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,EXTERNAL_INPUT/AGENT2_TO_AGENT4_DUTY_INPUT_OBSERVED_DEV.json,observed-dev,REQUIREMENT_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/05ExtractRequirements.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/05ExtractRequirements,4/4,PASS,
pipeline/notebooks/06Deduplicate90Days.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-06-DEDUP,2516eb89f685e936ec4463dce6a541d53f0f3e2cd116c5b223e90e44977ebe18,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_deduplicate_90_days_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,DEDUP_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/06Deduplicate90Days.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/06Deduplicate90Days,4/4,PASS,
pipeline/notebooks/07LabelCareerAccess.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-07-LABEL,59eff99c960b89385ba19ccb6a0fb684c27524c976cfa5a0448975104e1ee7f2,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_label_career_access_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,LABEL_DEV_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/07LabelCareerAccess.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/07LabelCareerAccess,4/4,PASS,
pipeline/notebooks/08LoadAndPrepareNcs.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-08-NCS-LOAD,a35971022aca8232e4d0d0e6511ea48e1736baf71599155e81fb33add9476768,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_load_and_prepare_ncs_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,NCS_BASE_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/08LoadAndPrepareNcs.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/08LoadAndPrepareNcs,4/4,PASS,
pipeline/notebooks/09MapPostingToNcs.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-09-NCS-MAP,cf635979e88a12ccdddccad433bdfd990aac5fc098689549296948ab085dd46e,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_map_posting_to_ncs_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,EXTERNAL_INPUT/AGENT2_NCS_MAPPING_ACCEPTANCE_OBSERVED_DEV.json,observed-dev,NCS_MAPPING_DEV_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/09MapPostingToNcs.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/09MapPostingToNcs,4/4,PASS,
pipeline/notebooks/10ExportPreprocessedCsv.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-10-EXPORT,c6d408361411d05bcc56f3611fbb19af365513f8cc7417189d11158955bcdee8,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_export_preprocessed_csv_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,data/exports/observed-dev/OBSERVED_DEV_20260806_01/career_access_labels.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/posting_ncs_candidates.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/posting_ncs_matches.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/posting_normalized.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/posting_sections.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/posting_tracks.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/preprocessed_posting_tracks.parquet;data/exports/observed-dev/OBSERVED_DEV_20260806_01/requirement_facts.parquet,observed-dev,PREPROCESSED_EXPORT_BUILT=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/10ExportPreprocessedCsv.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/10ExportPreprocessedCsv,4/4,PASS,
pipeline/notebooks/11PreprocessedDataQa.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-11-EXPORT-QA,e83d52cc529a57b035ceae859f5d9d65171d867fc2e0016d620d09715d51a850,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_preprocessed_data_qa_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,data/exports/observed-dev/OBSERVED_DEV_20260806_01/stage_quality.csv;data/exports/observed-dev/OBSERVED_DEV_20260806_01/data_quality_summary.csv;data/exports/observed-dev/OBSERVED_DEV_20260806_01/stage_metrics.json;data/exports/observed-dev/OBSERVED_DEV_20260806_01/stage_manifest.json;data/exports/observed-dev/OBSERVED_DEV_20260806_01/CHECKSUMS.sha256,observed-dev,PREPROCESSED_CSV_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/11PreprocessedDataQa.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/11PreprocessedDataQa,4/4,PASS,
ncs_mapping/notebooks/00NcsSourceAudit.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-00-NCS-SOURCE,0186e062fb88c04bd5966a98b486eb9a0bd7963cd395b3f52c13533a82057ae2,6,5,0,0,True,p4_ncs.quality.stage_artifacts;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;astype;dropna;duplicated;int;isna;len;list;nunique;os.environ.get;path.is_file;pd.read_parquet;range;resolve;run_stage;sha256_file;sorted;stage_root.iterdir;str;sum;sys.path.insert;tolist;unique,True,inputManifestSha256=b5b02ea232295931f245c69c881046a813f04cfbc517a13bc40d9e82994277c1,,observed-dev,NCS_BASE_READY=PASS;NCS_BASE_READY=PASS;NCS_BASE_READY=PASS;NCS_BASE_READY=PASS;NCS_BASE_READY=PASS;NCS_BASE_READY=REVIEW_REQUIRED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/00NcsSourceAudit.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-00-NCS-SOURCE,4/4,PASS,
ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-01-CODESET,6ce52c351f5f2e60f4b4226989d9ab48ae0fd157e83d7f987e08dc045c250816,6,5,0,0,True,p4_ncs.codeset.core_ai_it;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;build_core_ai_it_codeset;int;len;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;sorted;stage_root.iterdir;str;sum;sys.path.insert,True,inputManifestSha256=b5b02ea232295931f245c69c881046a813f04cfbc517a13bc40d9e82994277c1,,observed-dev,NCS_CODESET_REVIEW_READY=PASS;NCS_CODESET_REVIEW_READY=PASS;NCS_CODESET_REVIEW_READY=PASS;NCS_CODESET_REVIEW_READY=REVIEW_REQUIRED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-01-CODESET,4/4,PASS,
ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-02-RETRIEVAL,743d5cb7939697e1dd504d5f77c40f8f7b3093de71966d6abe56cfd51cabe22a,6,5,0,0,True,p4_ncs.dictionary.alias_dictionary;p4_ncs.retrieval.lexical_index;p4_ncs.workflow.observed,LexicalIndex.build;Path.cwd;RuntimeError;STAGE_ID.startswith;all;astype;hit.matchedNcsUnitCode.startswith;len;lexical_index.search;load_alias_dictionary;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;set;sorted;stage_root.iterdir;str;sys.path.insert;validate_alias_dictionary,True,inputManifestSha256=b5b02ea232295931f245c69c881046a813f04cfbc517a13bc40d9e82994277c1,ncs_mapping/data/interim/observed-dev/lexical_index_manifest.json,observed-dev,NCS_RETRIEVAL_READY=PASS;NCS_RETRIEVAL_READY=PASS;NCS_RETRIEVAL_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-02-RETRIEVAL,4/4,PASS,
ncs_mapping/notebooks/03MapObservedDuties.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-03-MAP-OBSERVED,69a5e625b98833909dc7e7c46a0ffa00c8ce34f81711b4e5f3997bcad6c3f893,6,5,0,0,True,p4_ncs.contracts.observed_duty;p4_ncs.dictionary.alias_dictionary;p4_ncs.mapping.observed_baseline;p4_ncs.retrieval.lexical_index;p4_ncs.workflow.observed,FileNotFoundError;LexicalIndex.build;Path.cwd;RuntimeError;STAGE_ID.startswith;all;any;bool;candidates_preview.groupby;int;isna;len;load_alias_dictionary;load_and_validate_observed_duties;map_observed_duties;max;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;size;sorted;stage_root.iterdir;str;sum;sys.path.insert,True,inputManifestSha256=a305d2354a7437860dc947f4e537be76c6233cd26fe658da650d3bb07437bc30,ncs_mapping/data/processed/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/posting_ncs_candidates.parquet;ncs_mapping/data/processed/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/posting_ncs_matches.parquet,observed-dev,NCS_MAPPING_DEV_READY=PASS;NCS_MAPPING_DEV_READY=PASS;NCS_MAPPING_DEV_READY=PASS;NCS_MAPPING_DEV_READY=PASS;NCS_MAPPING_DEV_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/03MapObservedDuties.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-03-MAP-OBSERVED,4/4,PASS,
ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-04-EXPORT,352257e1e3338059eacd32360ef215066c2e2ac6eb474613f5e3151aac4546f2,6,5,0,0,True,p4_ncs.quality.stage_artifacts;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;len;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;sha256_file;sorted;stage_root.iterdir;str;sys.path.insert,True,inputManifestSha256=a305d2354a7437860dc947f4e537be76c6233cd26fe658da650d3bb07437bc30,ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/ncs_units.parquet;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/ncs_units.csv;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/core_ai_it_codes.parquet;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/core_ai_it_codes.csv;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/ncs_alias_dictionary.parquet;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/ncs_alias_dictionary.csv;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/posting_ncs_candidates.parquet;ncs_mapping/data/exports/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/posting_ncs_candidates.csv,observed-dev,NCS_MAPPING_EXPORT_READY=PASS;NCS_MAPPING_EXPORT_READY=PASS;NCS_MAPPING_EXPORT_READY=REVIEW_REQUIRED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-04-EXPORT,4/4,PASS,
ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,P4-A4-NCS,7a9feccc7a2fc99b8b86b95bdb73699620bc7ff0,A4-05-EVALUATE,75b32a6207569c86b0901080b567f62db7a26605ebc13c50ad70c054a3068d86,6,5,0,0,True,p4_ncs.evaluation.gold_evaluation;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;evaluate_gold_mapping;evaluation_preview.to_dict;load_gold_structure;os.environ.get;path.is_file;resolve;run_stage;sorted;stage_root.iterdir;str;sys.path.insert,True,inputManifestSha256=c72ef16f5b80f38a1fb979e4b9720805034a8380538bddcd75b63331bbed0f2a,ncs_mapping/data/processed/observed-dev/NCS_MAPPING_OBSERVED_20260806_01/ncs_gold_evaluation.json,observed-dev,NCS_MAPPING_GOLD_READY=NOT_EVALUATED;NCS_MAPPING_GOLD_READY=NOT_EVALUATED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,3,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT4/A4-05-EVALUATE,4/4,PASS,A4-05 gold gate NOT_EVALUATED
crawl/notebooks/P4_Notebook_First_Master.ipynb,P4-A3-CONTROL,b64270bd4ab839ec750a4ceceb08d57957c88782,A3-MASTER,84ba8f52070c7941043be4195a146af2218d74e9c0fd6855c6122cf094da345c,11,9,0,0,True,crawl.control.notebook_bundle,CONTRACT_PATH.relative_to;Path;Path.cwd;RuntimeError;audit_source_bundle;collect_stage_manifests;execute_notebook_plan;git_head;int;is_absolute;is_file;len;load_stage_registry;platform.platform;relative_to;repository_architecture;resolve;resolve_project_root;row.get;sha256_file;str;sum;sys.version.split;write_master_stage_artifacts,True,inputManifestSha256=b9a983b0eb88118353e540311efcd56eb1d590643259fbf0440a6f25a5daa8b0,,observed-dev,NOTEBOOK_SOURCE_READY=PASS;NOTEBOOK_EXECUTION_READY_OBSERVED_DEV=PASS;NO_EMPIRICAL_PROMOTION=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/executed/crawl/notebooks/P4_Notebook_First_Master.ipynb,31,9,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/P4_Notebook_First_Master,4/4,PASS,
