notebook,exists,bytes,sha256,valid,cells,markdownCells,codeCells,sourceOutputs,sourceExecutionCounts,titleMarkdownFirst,titleSpecificationComplete,parameterCellIndex,parameterTag,parameterContractValues,duplicateCellIds,astValid,projectImports,moduleCalls,actualModuleCall,errors,agentId,stageId,executionResult,executedCopies
pipeline/notebooks/08LoadAndPrepareNcs.ipynb,True,10241,a35971022aca8232e4d0d0e6511ea48e1736baf71599155e81fb33add9476768,True,11,5,6,0,0,True,True,1,True,True,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_load_and_prepare_ncs_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,,P4-A2-PIPELINE,A2-08-NCS-LOAD,PASS,1
pipeline/notebooks/09MapPostingToNcs.ipynb,True,10299,cf635979e88a12ccdddccad433bdfd990aac5fc098689549296948ab085dd46e,True,11,5,6,0,0,True,True,1,True,True,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_map_posting_to_ncs_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,,P4-A2-PIPELINE,A2-09-NCS-MAP,PASS,1
pipeline/notebooks/10ExportPreprocessedCsv.ipynb,True,10414,c6d408361411d05bcc56f3611fbb19af365513f8cc7417189d11158955bcdee8,True,11,5,6,0,0,True,True,1,True,True,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_export_preprocessed_csv_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,,P4-A2-PIPELINE,A2-10-EXPORT,PASS,1
pipeline/notebooks/11PreprocessedDataQa.ipynb,True,10237,e83d52cc529a57b035ceae859f5d9d65171d867fc2e0016d620d09715d51a850,True,11,5,6,0,0,True,True,1,True,True,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_preprocessed_data_qa_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,,P4-A2-PIPELINE,A2-11-EXPORT-QA,PASS,1
ncs_mapping/notebooks/00NcsSourceAudit.ipynb,True,6008,0186e062fb88c04bd5966a98b486eb9a0bd7963cd395b3f52c13533a82057ae2,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.quality.stage_artifacts;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;astype;dropna;duplicated;int;isna;len;list;nunique;os.environ.get;path.is_file;pd.read_parquet;range;resolve;run_stage;sha256_file;sorted;stage_root.iterdir;str;sum;sys.path.insert;tolist;unique,True,,P4-A4-NCS,A4-00-NCS-SOURCE,PASS,1
ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,True,5600,6ce52c351f5f2e60f4b4226989d9ab48ae0fd157e83d7f987e08dc045c250816,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.codeset.core_ai_it;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;build_core_ai_it_codeset;int;len;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;sorted;stage_root.iterdir;str;sum;sys.path.insert,True,,P4-A4-NCS,A4-01-CODESET,PASS,1
ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,True,6070,743d5cb7939697e1dd504d5f77c40f8f7b3093de71966d6abe56cfd51cabe22a,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.dictionary.alias_dictionary;p4_ncs.retrieval.lexical_index;p4_ncs.workflow.observed,LexicalIndex.build;Path.cwd;RuntimeError;STAGE_ID.startswith;all;astype;hit.matchedNcsUnitCode.startswith;len;lexical_index.search;load_alias_dictionary;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;set;sorted;stage_root.iterdir;str;sys.path.insert;validate_alias_dictionary,True,,P4-A4-NCS,A4-02-RETRIEVAL,PASS,1
ncs_mapping/notebooks/03MapObservedDuties.ipynb,True,6663,69a5e625b98833909dc7e7c46a0ffa00c8ce34f81711b4e5f3997bcad6c3f893,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.contracts.observed_duty;p4_ncs.dictionary.alias_dictionary;p4_ncs.mapping.observed_baseline;p4_ncs.retrieval.lexical_index;p4_ncs.workflow.observed,FileNotFoundError;LexicalIndex.build;Path.cwd;RuntimeError;STAGE_ID.startswith;all;any;bool;candidates_preview.groupby;int;isna;len;load_alias_dictionary;load_and_validate_observed_duties;map_observed_duties;max;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;size;sorted;stage_root.iterdir;str;sum;sys.path.insert,True,,P4-A4-NCS,A4-03-MAP-OBSERVED,PASS,1
ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,True,5661,352257e1e3338059eacd32360ef215066c2e2ac6eb474613f5e3151aac4546f2,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.quality.stage_artifacts;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;len;os.environ.get;path.is_file;pd.read_parquet;resolve;run_stage;sha256_file;sorted;stage_root.iterdir;str;sys.path.insert,True,,P4-A4-NCS,A4-04-EXPORT,PASS,1
ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,True,5700,75b32a6207569c86b0901080b567f62db7a26605ebc13c50ad70c054a3068d86,True,6,1,5,0,0,True,True,1,True,True,0,True,p4_ncs.evaluation.gold_evaluation;p4_ncs.workflow.observed,Path.cwd;RuntimeError;STAGE_ID.startswith;evaluate_gold_mapping;evaluation_preview.to_dict;load_gold_structure;os.environ.get;path.is_file;resolve;run_stage;sorted;stage_root.iterdir;str;sys.path.insert,True,,P4-A4-NCS,A4-05-EVALUATE,PASS,1
crawl/notebooks/P4_Notebook_First_Master.ipynb,True,10005,84ba8f52070c7941043be4195a146af2218d74e9c0fd6855c6122cf094da345c,True,11,2,9,0,0,True,True,1,True,True,0,True,crawl.control.notebook_bundle,CONTRACT_PATH.relative_to;Path;Path.cwd;RuntimeError;audit_source_bundle;collect_stage_manifests;execute_notebook_plan;git_head;int;is_absolute;is_file;len;load_stage_registry;platform.platform;relative_to;repository_architecture;resolve;resolve_project_root;row.get;sha256_file;str;sum;sys.version.split;write_master_stage_artifacts,True,,P4-A3-CONTROL,A3-MASTER,PASS,1
