agentId,stageId,notebook,cellIndex,cellId,cellType,parametersTag,sourceLines,astParse,sourceOutputs,executionCount
P4-A1-SOURCE,A1-04-RELEASE,crawl/notebooks/04BuildCrawlRelease.ipynb,7,a1-04-release-operation,code,False,15,PASS,0,
P4-A1-SOURCE,A1-04-RELEASE,crawl/notebooks/04BuildCrawlRelease.ipynb,8,a1-04-release-finalize-title,markdown,False,1,NOT_APPLICABLE,0,
P4-A1-SOURCE,A1-04-RELEASE,crawl/notebooks/04BuildCrawlRelease.ipynb,9,a1-04-release-finalize,code,False,12,PASS,0,
P4-A1-SOURCE,A1-04-RELEASE,crawl/notebooks/04BuildCrawlRelease.ipynb,10,a1-04-release-interpretation,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,0,f8d781358c86fde3,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,1,88c6715e090de41a,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,2,843fc206a59670e5,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,3,15665eb63a23c64e,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,4,a1c73b965e7480a6,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,5,38ae945f1a000942,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,6,1c9105dd484d2e15,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,7,637ab7bc24ce98af,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,8,edc3b4317a114387,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,9,a68bd83725931466,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-00-CONTRACT-AUDIT,pipeline/notebooks/00ContractAndInputAudit.ipynb,10,69699fed594fd9f9,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,0,007571181c4111b0,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,1,3c223f96c520e874,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,2,af7c462721f967d2,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,3,42ea2e76689a944e,markdown,False,12,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,4,3b29a3211bc49465,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,5,705ad4b84862feea,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,6,abecc1f314744a8d,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,7,677632aecab481b3,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,8,5ba21c04071d26f7,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,9,1afef4db25127dd1,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-01-LOAD,pipeline/notebooks/01LoadCrawlRelease.ipynb,10,45928b408230ebe3,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,0,63f3dc6315e9e10d,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,1,dd44c580d4e09af8,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,2,4771cf5ca551ac1b,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,3,c7493e7619cb738f,markdown,False,15,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,4,fc732bf52608ba8b,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,5,7442268259406a23,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,6,15d9ff0a82803a87,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,7,fedd2787c8ceef53,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,8,4eb1bf4c910a8747,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,9,5c11019fc4199497,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-02-PARSE,pipeline/notebooks/02ParseAndNormalize.ipynb,10,35e50c978045aa8e,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,0,0c1b20b9089f40c0,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,1,d9bbef62a9a28e4d,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,2,84b2ac3d1eee3ff4,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,3,9866bec8119a9a67,markdown,False,13,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,4,bf08a5d97d8b6a7e,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,5,d244a962bb38d8d1,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,6,027921080698ec34,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,7,87ea0b38f5970c4b,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,8,3e662cab1466e405,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,9,83c4df9ed769d2ee,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-03-OCR,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,10,80c776e6b35357f5,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,0,2cfd579fbb531a9f,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,1,8d0533caa64ae3cf,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,2,97916c3bf1c3effc,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,3,51f3ffddc84083f0,markdown,False,12,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,4,ce7e9a03651936e6,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,5,59f38c45472c08e7,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,6,0b124ba61dd96c2d,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,7,c0401f340cdfc5a7,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,8,666b5d772c16f271,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,9,c02426f44cde075d,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-04-TRACK,pipeline/notebooks/04SplitTracks.ipynb,10,d11bc90503e7b76e,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,0,bcd112017762c99f,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,1,4543757f936ece0e,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,2,c63d1f825116b1da,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,3,ca7fa0339e5a52eb,markdown,False,12,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,4,d0c53540e404312c,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,5,b9f83be2877bb272,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,6,841293df3bfe6a63,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,7,90c79025e82a2b9b,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,8,dd9f1d4709d56493,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,9,7dbfd2b5048c1a9e,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-05-REQUIREMENT,pipeline/notebooks/05ExtractRequirements.ipynb,10,179a051f7510cfdc,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,0,8e687a91398924fa,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,1,587532655b6abf5d,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,2,cc96d527213bc813,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,3,92e70e800e628948,markdown,False,11,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,4,0a394323ef662cfb,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,5,419def3200e236df,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,6,ca9e01bc3b8369ee,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,7,de491553cdfa5131,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,8,46a99f45af7ebb25,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,9,d28d9b12a17beecf,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-06-DEDUP,pipeline/notebooks/06Deduplicate90Days.ipynb,10,90997c61e629be15,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,0,3b3c7136be74fd03,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,1,6f7258436fc21df2,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,2,21f6e9fddd200915,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,3,7ba3e41e79d12ca2,markdown,False,13,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,4,36087cc9908a5d1a,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,5,7de2d1e3c798f502,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,6,4e507c5af723e21a,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,7,ab51e411b3585dc8,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,8,d079350bae5fe50d,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,9,29ff2bd2bf3f5a6d,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-07-LABEL,pipeline/notebooks/07LabelCareerAccess.ipynb,10,116bf48a198ba045,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,0,1dddc58ac48e82c5,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,1,a47aaec361fdfd3a,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,2,d0c7f98cd1c778aa,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,3,3683aa92e295ce24,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,4,f6b586cfd4b9bd71,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,5,e0c94189d3cbad59,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,6,25acb5abd51111d2,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,7,bea2512aac19dc3b,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,8,9d05de1ccb6cdbad,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,9,ecc679ab04c60c31,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-08-NCS-LOAD,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,10,6e84e7632db37566,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,0,13d7dff31498beaa,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,1,f8431e5d920687da,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,2,c9c83a3b85b58721,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,3,f3ea58873c8e4430,markdown,False,13,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,4,7420fd877fd9df0e,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,5,c92f6c8ff9a53dcc,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,6,de052932b2ff6af5,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,7,ebfefa6c9380ed6a,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,8,e9880edfa4d970ce,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,9,1e9cda5343bbfcb8,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-09-NCS-MAP,pipeline/notebooks/09MapPostingToNcs.ipynb,10,e0f7cb1a9166397a,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,0,59d27f6602a70efa,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,1,769360285370406a,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,2,40b71f21067c29ff,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,3,3426f1373fe65c82,markdown,False,18,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,4,c2c3853243aee687,code,False,10,PASS,0,
