baseCommit,headCommit,acceptedAgentCommits,dataVersion,runId,contractVersion,sourceNotebookManifestSha256,rawObjectManifestSha256,validatorReportSha256,reportSha256,stageId,owner,planned,executed,stageStatus,blocker,inputManifestSha256,outputManifestSha256,sourceNotebookSha256,moduleBlobSha256,parameterSha256,validatorInvoked,validatorExitCode,validatorStatus,productionNetworkCalls,externalAtsTransportCalls
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-05-REQUIREMENT,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,1a00c129bc3957ca878fcc75c17a71059b78a56fb34d3e38efc7ce8f341c012b,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-06-DEDUP,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,2516eb89f685e936ec4463dce6a541d53f0f3e2cd116c5b223e90e44977ebe18,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-07-LABEL,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,59eff99c960b89385ba19ccb6a0fb684c27524c976cfa5a0448975104e1ee7f2,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-08-NCS-LOAD,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,a35971022aca8232e4d0d0e6511ea48e1736baf71599155e81fb33add9476768,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-09-NCS-MAP,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,cf635979e88a12ccdddccad433bdfd990aac5fc098689549296948ab085dd46e,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-00-NCS-SOURCE,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,0186e062fb88c04bd5966a98b486eb9a0bd7963cd395b3f52c13533a82057ae2,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-01-CODESET,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,6ce52c351f5f2e60f4b4226989d9ab48ae0fd157e83d7f987e08dc045c250816,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-02-RETRIEVAL,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,743d5cb7939697e1dd504d5f77c40f8f7b3093de71966d6abe56cfd51cabe22a,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-03-MAP-OBSERVED,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,69a5e625b98833909dc7e7c46a0ffa00c8ce34f81711b4e5f3997bcad6c3f893,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-04-EXPORT,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,352257e1e3338059eacd32360ef215066c2e2ac6eb474613f5e3151aac4546f2,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-05-EVALUATE,P4-A4-NCS,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,75b32a6207569c86b0901080b567f62db7a26605ebc13c50ad70c054a3068d86,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-10-EXPORT,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,c6d408361411d05bcc56f3611fbb19af365513f8cc7417189d11158955bcdee8,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-11-EXPORT-QA,P4-A2-PIPELINE,True,False,NOT_STARTED,HANDOFF_ACCEPTANCE_PRECONDITION_FAILED,NOT_AVAILABLE,NOT_AVAILABLE,e83d52cc529a57b035ceae859f5d9d65171d867fc2e0016d620d09715d51a850,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_AVAILABLE,False,NOT_INVOKED,NOT_STARTED,0,0
