baseCommit,headCommit,acceptedAgentCommits,dataVersion,runId,contractVersion,sourceNotebookManifestSha256,rawObjectManifestSha256,validatorReportSha256,reportSha256,stageId,owner,registryClass,executionStage,sourceNotebookPath,sourceNotebookBlobSha256,gitBlobId,authorityCommit,expectedAuthoritySha256,authorityShaMatch,cellCount,cellIdOrderSha256,sourceOutputCount,sourceExecutionCount,moduleBlobSha256,inputContract,outputContract,inputSchemaSha256,outputSchemaSha256,dependencyStageIds,currentRunManifestSchema,validatorGate,status
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-04-EXPORT,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,352257e1e3338059eacd32360ef215066c2e2ac6eb474613f5e3151aac4546f2,c3624cb654c9ce9f4be8736d542bc29602d8a680,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,050200ecc424dfff79485d45044c416c1ad97b1a469a5e392b6a1ac2072c7d64,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""posting NCS candidates""]","[""inspection CSV"", ""export manifest""]",65e6a6f8cc84afe145d68e5f8ccb9738352e116279eabe0270cda2a4073ce7e7,96bff51a7af2d608873447d618db4d15be0781f8ae85ab71e00d879e761f7c46,"[""A4-03-MAP-OBSERVED""]",ncs-export-v1,NCS_MAPPING_EXPORT_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-05-EVALUATE,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,75b32a6207569c86b0901080b567f62db7a26605ebc13c50ad70c054a3068d86,47e118ececcbccee0945d7477c9be1c7158bfa62,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,ac379e2075dc6dd1c54e681180ddd1048505afab142cf05544128f6afe8d83e5,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""posting NCS candidates"", ""adjudicated gold""]","[""precision coverage report""]",fe61b598a69585ce0ba551c2bf0ed578b45f47fde4a5095d03124caf3f245a88,761f0f9d2600af3499fad5d884c30592f87e60f0615ad71cefcd434b42554a1f,"[""A4-04-EXPORT""]",ncs-evaluation-v1,NCS_MAPPING_GOLD_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-00-CONTRACT-AUDIT,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/00ContractAndInputAudit.ipynb,86e599f6c822f0cb5da4a149443ea94393aefc29416ec965a3f5e443862e479d,97e94520fe8740f19fd72e1a398512931421f5c9,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,e2aacb8dd1d193ddb79f32c54eda0f418e9592b4f53774175f0018ababda551f,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""contract bundle"", ""input manifest""]","[""contract audit""]",bd7f19c122c3139c3e8b986d465bdbda96dc697017889b08b419d58df5250fc6,bc9446f56e07480f2ae9f844a911a73e4743c596eb1bf309b7d5c52d9fdfb2ad,[],agent2-audit-v1,CONTRACT_LINKED,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-01-LOAD,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/01LoadCrawlRelease.ipynb,5fa8f23840d769cab3980665276b74f3aaa42306b58e299ac7eacac0d718221d,d71f923524a37dfd67ea39fd8e5e4de8b6e8faba,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,8bdc0d2eaf5c4096b1d79fa20fa0efe6fcac21c4a3c7e720668b7f01ba86275b,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""crawl manifest""]","[""raw staging tables""]",09ddb63b822444f1ac2fa9f111a833b75af291b16abce8b05cca6a6449207236,b7277a7d9195b588a77c7fe1fdbe78abfbe042381a4f99d88a6ad4c1d2a016e1,"[""A2-00-CONTRACT-AUDIT""]",p4-contract-2.1.2,INPUT_LOADED,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-02-PARSE,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/02ParseAndNormalize.ipynb,b1cf625b99252b41fa808973ccfec38a53669c14fda3444ad0ee64512820ce31,d3182a873b428c2a1c00559e155c5331603bfb9e,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,79d37b731030c954d71aba47f5b6bbc80acae049f3eae16f20427087659b0270,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""raw staging tables""]","[""postingNormalized""]",b7277a7d9195b588a77c7fe1fdbe78abfbe042381a4f99d88a6ad4c1d2a016e1,25cfb9747f881a6d3df2fd79079b43c19c9898a5a2e344680d5e3d86a33b865e,"[""A2-01-LOAD""]",p4-contract-2.1.2,PARSE_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-03-OCR,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/03OcrAndSectionRecovery.ipynb,db5ca86e37c73f09097f7f740bcef633643439d24eb20a1bcfd24171d78f518a,ea9a0ab576ab9977a584f81df968c0d3d84ddeb8,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,b9f4676e035365ee1873a90717e4ade3f732af1b46c857e679d80e1325ce9c28,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""posting assets"", ""activityTextHtml""]","[""ocrResult"", ""recovered sections""]",22c319b9aeb70b6d4ea80364f25fc85db2860a6f5eeafae86ef717bb3a007f79,1b759c3e8f9a4bcbffb305de9faba01746c03c871208d3b90d5588e26a442084,"[""A2-02-PARSE""]",p4-contract-2.1.2,OCR_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-04-TRACK,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/04SplitTracks.ipynb,3892d341ca93b999d459e4faabd250f622ae8d626e994d9ee11a563b3a0f6aca,4c4d2ae7dcc28ad1f2d767852f6877472136c5fc,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,b7f24cbf1e9fbaf6721966c17ebd9124cdd770ff36d2220f9f1fb0e897dfddbc,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""postingNormalized"", ""recovered sections""]","[""postingTrack""]",7f86a5138d22d28c4ae62370b5e5ddac79f361424d42437fe4c0064e098361fa,d2a6280cbfa22b579cf367c48f55fbe1d5f4b7e3fb9d9a0fae0539e9ac007dfe,"[""A2-03-OCR""]",p4-contract-2.1.2,TRACK_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-05-REQUIREMENT,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/05ExtractRequirements.ipynb,1a00c129bc3957ca878fcc75c17a71059b78a56fb34d3e38efc7ce8f341c012b,d7369d00bca42eb276d7f7d5116d45f7b7f86c56,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,e91c921a0ed59339d492a30602f58c7553b45e70d778fc35d211c5fba8da2cea,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""postingTrack"", ""postingSection""]","[""requirementFact""]",acabd6f1fd73c965f5a5d10b360854385fd234dc4d29e82144904d19e18c594c,a0585c232dec4993ade8339d225b9cf1182f10543d08f7a0b25a907254d49c3e,"[""A2-04-TRACK""]",p4-contract-2.1.2,REQUIREMENT_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-06-DEDUP,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/06Deduplicate90Days.ipynb,2516eb89f685e936ec4463dce6a541d53f0f3e2cd116c5b223e90e44977ebe18,deccff0a05c5f951ae0d1fc36044ac455ec1683f,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,3ba285eecdc1dc12fb3d1f2e298ebc319f10f59c149bb23850c48ada3a72bc74,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""postingNormalized""]","[""canonicalRecordFlag""]",25cfb9747f881a6d3df2fd79079b43c19c9898a5a2e344680d5e3d86a33b865e,09fcf861ecfa0f2a603bc1a2208c1eef9c6463ef42321690e93c955b2063a195,"[""A2-02-PARSE""]",p4-contract-2.1.2,DEDUP_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-07-LABEL,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/07LabelCareerAccess.ipynb,59eff99c960b89385ba19ccb6a0fb684c27524c976cfa5a0448975104e1ee7f2,b5ee4829b2e41b14335d6f7a74be899d292e783c,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,f333fa33f2cbfa7d767e9bdcfd830b4944cd63a70ebc4debb020616e75b4217f,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""postingTrack"", ""requirementFact""]","[""careerLabel""]",c006d03ea3704626394d043df54ea74f48443258c2e24ca76d851698f4347511,d06ca1bc3e84833d9711254d97bb7d45406eb6582458fdb53032622ccba62ebe,"[""A2-05-REQUIREMENT""]",p4-contract-2.1.2,LABEL_DEV_READY_OR_LABEL_GOLD_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-08-NCS-LOAD,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/08LoadAndPrepareNcs.ipynb,a35971022aca8232e4d0d0e6511ea48e1736baf71599155e81fb33add9476768,2e0fdb7fffd38c4c3659396bd22993877451c242,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,ce2116ec0942dd1e938938f531fa72c1ca359c425d85f4561f05393c1986fb71,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""Agent 4 NCS source audit"", ""core AI IT code set""]","[""validated NCS source tables"", ""code set acceptance""]",95eea177b1c3aff3bdcb215fec01e24ba508dc96dc5e031bdca5f28ad34cd04f,8745feb832c528108f08d019166027a87544240156b5f9bb3088c17a32c424c8,"[""A4-00-NCS-SOURCE"", ""A4-01-CODESET""]",ncs-agent2-acceptance-v1,NCS_INPUT_ACCEPTED,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-09-NCS-MAP,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/09MapPostingToNcs.ipynb,cf635979e88a12ccdddccad433bdfd990aac5fc098689549296948ab085dd46e,f2df470d89fd4a429df5bde5cee0a9daa3b93315,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,ed31da3a0921f7feb7ec5061b4f0c63029b62847cb13b15ccdd95dcadfe68342,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""Agent 4 candidates"", ""matches"", ""unmapped rows""]","[""validated track NCS mapping tables""]",49158636ff72722972355b1bf9176d4e227a2989d19cd89e5c6f70b945dd9d1a,6eb3c949db5bc643bfa5ec9f9598e3f67fb0a732dead7cded106580bb9d22565,"[""A2-08-NCS-LOAD"", ""A4-03-MAP-OBSERVED"", ""A4-04-EXPORT""]",ncs-agent2-mapping-v1,NCS_MAPPING_ACCEPTED,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-10-EXPORT,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,c6d408361411d05bcc56f3611fbb19af365513f8cc7417189d11158955bcdee8,3440287882b2ce715ef4c2531b83cb575c16641b,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,48165ccf6ae7ba235f7c6126b9b32262f86b4c83094ac1aaad7aee30a3d7669b,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""parsed tracks requirements dedup labels NCS matches""]","[""canonical parquet"", ""inspection CSV"", ""export manifest""]",c254d2bb48a7043d81f56cf31440a9b6a7535647f55ea5bc02b95c506530d167,5a134a2c1ea0da7176193b269de342209366825b64e3de84e419ffac9d555e9f,"[""A2-05-REQUIREMENT"", ""A2-06-DEDUP"", ""A2-07-LABEL"", ""A2-09-NCS-MAP""]",preprocessing-export-v1,PREPROCESSED_EXPORT_BUILT,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-11-EXPORT-QA,P4-A2-PIPELINE,RECONCILIATION_EXECUTION_STAGE,True,pipeline/notebooks/11PreprocessedDataQa.ipynb,e83d52cc529a57b035ceae859f5d9d65171d867fc2e0016d620d09715d51a850,92b5c8e6f4dc42ad9f31f325f738c41454690e07,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,11,3770fdf4b08bea57b221f83ed22ca6912c386f3097f66de6576b95cfad62c9e8,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,"[""canonical parquet"", ""inspection CSV"", ""export manifest""]","[""stage quality"", ""checksums""]",b92fd5930e1c11bc2ff1591df6fac3156da11fce7e0f88f7fa3310111184aa9b,2c75523a9d9f794c04f287d9d35affef7eb3a17d73d82840eb7ecbd0496b585f,"[""A2-10-EXPORT""]",preprocessing-qa-v1,PREPROCESSED_CSV_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,EXCLUDED,P4-A2-PIPELINE,ANALYSIS_ARTICLE_SUPPORT_EXCLUDED,False,pipeline/notebooks/12AnalyzeRq1Rq2.ipynb,ddaea0028863446c2df1c27c0c34a446bcd5711a951e3cff6f21a35caf9e120c,63260609850d86afd7cf338f88f948e2e10737eb,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,4,a1b7cc96d15fbef385ed50e692ec0d00f7f8c93d33655183fc03f1205db13e6a,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EVALUATED
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,EXCLUDED,P4-A2-PIPELINE,ANALYSIS_ARTICLE_SUPPORT_EXCLUDED,False,pipeline/notebooks/13BuildArticleFigures.ipynb,2d76274d6d0817620b112c2be9c4c5a639be1be37c7bc12f63c0f355effdf3a8,a3b817507f472a4353c7f0f1f9c3264f57600ae6,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,4,1ee7772c915a32c1b635637e01619ea77eb26faf519de4164c2dc0e307be2972,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EVALUATED
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,EXCLUDED,P4-A2-PIPELINE,ANALYSIS_ARTICLE_SUPPORT_EXCLUDED,False,pipeline/notebooks/90AuxSimilarity.ipynb,d260b7c8c8dc90871399088d0c184f2222b1c809629e1c26523ce5d42b2ee2f9,8d7a18494b257835f7f3ac76a32243d4b327cfe4,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,NO_FORMAL_RECONCILIATION_HANDOFF,False,4,86d3c977a7bcffc7b29efdb7af9cb2a63f24bc2791210d0a28c7ba058dc395c5,0,0,2cafaa0991dbefe2052fe41a2cd61c19d1cb82698c06a65971a5978b174936fd,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EVALUATED
