baseCommit,headCommit,acceptedAgentCommits,dataVersion,runId,contractVersion,sourceNotebookManifestSha256,rawObjectManifestSha256,validatorReportSha256,reportSha256,stageId,expectedCurrentRunManifestCount,actualCurrentRunManifestCount,exactOne,staleConsumed,foreignArtifactConsumed,sourceNotebookAuthorityMismatch,status,reason
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-07-LABEL,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-08-NCS-LOAD,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-09-NCS-MAP,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-00-NCS-SOURCE,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-01-CODESET,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-02-RETRIEVAL,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-03-MAP-OBSERVED,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-04-EXPORT,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-05-EVALUATE,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-10-EXPORT,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A2-11-EXPORT-QA,1,0,False,0,0,0,BLOCKED,replay correctly not started before A1/A2/A4 acceptance
