branch,baseCommit,headCommit,dataVersion,runId,rawStorageRootId,postingId,rawPostingId,rawObjectPresent,rawSha256,contentSha256,postingHasDetailRawHtml,bindingStatus,mismatchReason,quarantinePointer
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57201,57201,True,48bfccdccf17ae2e62d7148a276de80d02ed4543a959a293e0a9561bc722a109,48bfccdccf17ae2e62d7148a276de80d02ed4543a959a293e0a9561bc722a109,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57201
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57295,57295,True,2a61d0d2fa856c8d1a53d3858581e08c01c6d4411f77c304469b1eafccd9ef8e,2a61d0d2fa856c8d1a53d3858581e08c01c6d4411f77c304469b1eafccd9ef8e,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57296,57296,True,252071e38ccf4dc50b8b8f870adb8c90a47c1aa85261b92e0d02f1869adf0706,252071e38ccf4dc50b8b8f870adb8c90a47c1aa85261b92e0d02f1869adf0706,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57298,57298,True,3aa417eef672a56fcce159a0176393dc4df1cafbb86b5d5a9e827ad8a3e15c3c,3aa417eef672a56fcce159a0176393dc4df1cafbb86b5d5a9e827ad8a3e15c3c,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57306,57306,True,024b8ce6b7b2eb9d8c05f4aa05b95af611d8f1ab8732ce01cdd0d2ea31d7f842,024b8ce6b7b2eb9d8c05f4aa05b95af611d8f1ab8732ce01cdd0d2ea31d7f842,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57306
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57405,57405,True,3920d98d42e92c2f8a3065c652f5c6aa0af998c44cb1eea704ed4b0c4f76e029,3920d98d42e92c2f8a3065c652f5c6aa0af998c44cb1eea704ed4b0c4f76e029,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57408,57408,True,12e0924a97fe7285d589855275772931a5ffca47c569b633d19fae18953ebb74,12e0924a97fe7285d589855275772931a5ffca47c569b633d19fae18953ebb74,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57409,57409,True,1076179905311c9952bf529fdea2218707afe5f0154573423c981492cbd077e3,1076179905311c9952bf529fdea2218707afe5f0154573423c981492cbd077e3,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57464,57464,True,62ec91d3ebd44086bc1a1fe18d28f96e6e7637c3e5ede7f736058126db4ff836,62ec91d3ebd44086bc1a1fe18d28f96e6e7637c3e5ede7f736058126db4ff836,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57465,57465,True,1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87,1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57465
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57470,57470,True,9c8a94dc686d9d0037d302eca6e393627e7b1979ead256a246d357bca39bedf8,9c8a94dc686d9d0037d302eca6e393627e7b1979ead256a246d357bca39bedf8,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57585,57585,True,21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9,21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,58387,58387,True,66556ee2be76f35e9e8fc26e6b80160f38ea1dd8d15da21ffd6e90db29904030,66556ee2be76f35e9e8fc26e6b80160f38ea1dd8d15da21ffd6e90db29904030,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/58387
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,58388,58388,True,e0d1a377e43a3b198ea384d2221fd318dc2af5bb659434b08f953cc3d7283232,e0d1a377e43a3b198ea384d2221fd318dc2af5bb659434b08f953cc3d7283232,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/58388
