path,repositoryScope,gitStatus,tracked,ignored,bytes,sha256,fileType,ownerAgent,classification,canonicalEquivalent,canonicalSha256,proposedAction,reason
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/README.md,DSJA/project_4,untracked,false,false,196,b2180724ec4cec6ac3d3d981c7a83cf6f82203e124ec7531443e6ed8e6c06475,.md,SHARED_OR_UNRESOLVED,OBSOLETE_SUPERSEDED,,,QUARANTINE_COPY_SOURCE_RETAINED,Precanonical v2/bootstrap artifact superseded by contract v2.1.2
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/coreAiItNcsCodes.yaml,DSJA/project_4,untracked,false,false,78,da64674c1ea3a0147e7b1a4e373bdcaf8473c93e4341860a0af5637fe2b1d9ec,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/dedup.yaml,DSJA/project_4,untracked,false,false,136,e517f0fee195742ed1a066e6620d09ce2e8577dd4cef008b5930324a9b6f0a15,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/labels.yaml,DSJA/project_4,untracked,false,false,251,dc4d1f6d7039b1f17110010dfd1922da940c320b810ccf0d096ecafd5721cb2c,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/ncsBands.yaml,DSJA/project_4,untracked,false,false,87,f6ccf8ccc32ae036c38779d092b5e3ae762e424979fedbce6691ed37ab883771,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/paths.local.example.yaml,DSJA/project_4,untracked,false,false,82,ff657750f7f242921db0bc53cc13a9f7755632d1953a89f735d4d1c3d0f99a8f,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/project.yaml,DSJA/project_4,untracked,false,false,245,37e8773e4484c3a263caac9bc1b126d9ebba6debf8e9bd57c3ab3c9d2fc395f4,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/queryRegistry.yaml,DSJA/project_4,untracked,false,false,2057,b111814ff4c7e47a229638e09f86aba3f38b6e9f325d53621e5ab7d257d865f7,.yaml,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/configs/queryRegistry.yaml,b111814ff4c7e47a229638e09f86aba3f38b6e9f325d53621e5ab7d257d865f7,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/selectors.yaml,DSJA/project_4,untracked,false,false,80,48b287e90b0829a5f190e9acd85234a155e395968cb95f41a55cc585f9ebcefe,.yaml,SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/configs/sources.yaml,DSJA/project_4,untracked,false,false,1374,b574ac1336c962bf40b640cc56dbba3f05bbeb81114ff312653345a2259e711a,.yaml,SHARED_OR_UNRESOLVED,EVIDENCE_UNREGISTERED,,,REQUEST_AGENT1_REVIEW,"Unique recon, schema, policy, or handoff evidence requires Agent 1 ownership review"
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/gold/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/interim/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/manifests/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/marts/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/processed/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/data/raw/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,SKELETON_REUSABLE,,,AGENT2_REVIEW_ONLY,Bootstrap skeleton or configuration may contain reusable structure
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/BRANCH_WORKFLOW.md,DSJA/project_4,untracked,false,false,1279,d2353f9a3273927c8deb8dfed033deb91b14d63107dc90d145e9050a0e8de552,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/BRANCH_WORKFLOW.md,d2353f9a3273927c8deb8dfed033deb91b14d63107dc90d145e9050a0e8de552,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/DATA_LINEAGE.md,DSJA/project_4,untracked,false,false,91,256883a98857871d56245d57db609d03923bdf6411c9906fc5d5c7c5db24a0fe,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/DATA_LINEAGE.md,256883a98857871d56245d57db609d03923bdf6411c9906fc5d5c7c5db24a0fe,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/ERD.mmd,DSJA/project_4,untracked,false,false,997,25d70ace26a2a6f04285b3a0c4acc80c0f4982b2434b833d9fdbafc68d8c3157,.mmd,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/architecture/ERD.mmd,25d70ace26a2a6f04285b3a0c4acc80c0f4982b2434b833d9fdbafc68d8c3157,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/APQ_DATE_SEMANTICS.md,DSJA/project_4,untracked,false,false,3978,6399913b77db513568a1382767ccaa92d56993da5859d12d6494857ac96e61bc,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/APQ_DATE_SEMANTICS.md,6399913b77db513568a1382767ccaa92d56993da5859d12d6494857ac96e61bc,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/APQ_PAGINATION_AUDIT.csv,DSJA/project_4,untracked,false,false,2001,4f53e12a6e027a0fd73e65656ddfd24458bd0c8840ae63ef95bee5cceb4e40e6,.csv,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/APQ_PAGINATION_AUDIT.csv,4f53e12a6e027a0fd73e65656ddfd24458bd0c8840ae63ef95bee5cceb4e40e6,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/APQ_STATUS_FILTER_AUDIT.csv,DSJA/project_4,untracked,false,false,510,d04efb29befea81d557afaca474666c25737b0fc2c9d78b2715641c427338a01,.csv,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/APQ_STATUS_FILTER_AUDIT.csv,d04efb29befea81d557afaca474666c25737b0fc2c9d78b2715641c427338a01,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/DETAIL_FIELD_COVERAGE.csv,DSJA/project_4,untracked,false,false,8233,df1e256be0a156f89252a23622792fa6e9ec293216ed69daa9ea040375ae97ef,.csv,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/DETAIL_FIELD_COVERAGE.csv,df1e256be0a156f89252a23622792fa6e9ec293216ed69daa9ea040375ae97ef,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/EXTERNAL_ATS_COVERAGE.csv,DSJA/project_4,untracked,false,false,727,0ea8e07a0513f520873b1708bdc126310a693ee3d8a48d05bf4e271f8cef85ec,.csv,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/EXTERNAL_ATS_COVERAGE.csv,0ea8e07a0513f520873b1708bdc126310a693ee3d8a48d05bf4e271f8cef85ec,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/P0_RECON_REPORT_FINAL.md,DSJA/project_4,untracked,false,false,10259,f4f6f41d1f4da5af02cab121f546a7424307a67de6cd1dbdf24a92af39fb2c8a,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/P0_RECON_REPORT_FINAL.md,f4f6f41d1f4da5af02cab121f546a7424307a67de6cd1dbdf24a92af39fb2c8a,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/SOURCE_POLICY_DECISION.md,DSJA/project_4,untracked,false,false,3591,dae522d1b926f8ffce8d08a6e71a2bd18f161a82998b0f4ef1e735b176702fae,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/docs/audit/SOURCE_POLICY_DECISION.md,dae522d1b926f8ffce8d08a6e71a2bd18f161a82998b0f4ef1e735b176702fae,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/robots_20260806.txt,DSJA/project_4,untracked,false,false,1071,4b67bf2c94e86b864e8fa651e3d15a5ffe906c10267cdb164ee2dee7e67f03ec,.txt,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/audit/robots_20260806.txt,4b67bf2c94e86b864e8fa651e3d15a5ffe906c10267cdb164ee2dee7e67f03ec,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/DATA_DICTIONARY_v2.xlsx,DSJA/project_4,untracked,false,false,46879,3a482b7a0b0b37139496f559737d73c7a82585c05cf3f2d5e521956db2d652dd,.xlsx,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/DATA_DICTIONARY_v2.xlsx,3a482b7a0b0b37139496f559737d73c7a82585c05cf3f2d5e521956db2d652dd,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/P4_DATASET_SPEC_v2.0.md,DSJA/project_4,untracked,false,false,15494,3e1162bf8f450573c88f8928ec0c1f0dd15175839d40966afe1a89f006d15c6b,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/agent1_evidence_patch_20260806/source_tree/crawl/P4_DATASET_SPEC_v2.0.md,3e1162bf8f450573c88f8928ec0c1f0dd15175839d40966afe1a89f006d15c6b,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/P4_PROJECT_SSOT_v2.md,DSJA/project_4,untracked,false,false,27641,cb141b26105aa72f5baea4867ed921ce4f24b9cef1f12bf1618183afd99d8263,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/P4_PROJECT_SSOT_v2.md,cb141b26105aa72f5baea4867ed921ce4f24b9cef1f12bf1618183afd99d8263,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/P4_WAREHOUSE_DDL_v2.0.sql,DSJA/project_4,untracked,false,false,36992,bf962e24505447bdc835ed739195a82f8a7433641b50439deb8c63529306f063,.sql,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/agent1_evidence_patch_20260806/source_tree/crawl/P4_WAREHOUSE_DDL_v2.0.sql,bf962e24505447bdc835ed739195a82f8a7433641b50439deb8c63529306f063,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/USER_REVIEW_DECISIONS.md,DSJA/project_4,untracked,false,false,1381,78ac98ac581bd149a061a58c208d59a04722c6e78ffc6bdb57b90b04af3fe42f,.md,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/docs/ssot/USER_REVIEW_DECISIONS.md,78ac98ac581bd149a061a58c208d59a04722c6e78ffc6bdb57b90b04af3fe42f,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/notebooks/P4_pipeline_master_v2.ipynb,DSJA/project_4,untracked,false,false,17437,0548de067c28ddbf26c251618c4ba92e05c381a62cf3fd6ceb5f6960ea8a9467,.ipynb,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/P4_pipeline_master_v2.ipynb,0548de067c28ddbf26c251618c4ba92e05c381a62cf3fd6ceb5f6960ea8a9467,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/notebooks/README.md,DSJA/project_4,untracked,false,false,345,5c628a82560a2d80281553aff350cbd81a66759ab20bb8439ad025a22ef640fa,.md,SHARED_OR_UNRESOLVED,OBSOLETE_SUPERSEDED,,,QUARANTINE_COPY_SOURCE_RETAINED,Precanonical v2/bootstrap artifact superseded by contract v2.1.2
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/pyproject.toml,DSJA/project_4,untracked,false,false,372,20b959d27d06499ac4fb98e3cfa589204a098ba8458d9a6e6ea56304df419571,.toml,SHARED_OR_UNRESOLVED,OBSOLETE_SUPERSEDED,,,QUARANTINE_COPY_SOURCE_RETAINED,Precanonical v2/bootstrap artifact superseded by contract v2.1.2
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/releases/RECON_20260806_01/CHECKSUMS.sha256,DSJA/project_4,untracked,false,false,1411,6c6d07b292c83e2d2f90726c2a02817b8bd8c77a7392aac4a11db482ceb38344,.sha256,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/releases/RECON_20260806_01/CHECKSUMS.sha256,6c6d07b292c83e2d2f90726c2a02817b8bd8c77a7392aac4a11db482ceb38344,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/releases/RECON_20260806_01/HANDOFF.json,DSJA/project_4,untracked,false,false,5433,58288f2e74082ba2deee667b6d4b219ae054aed029999f66f2de1bd13285c57b,.json,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,agent1Committed:DSJA/project_4/crawl/releases/RECON_20260806_01/HANDOFF.json,58288f2e74082ba2deee667b6d4b219ae054aed029999f66f2de1bd13285c57b,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical newer committed Agent 1 copy exists
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/reports/figures/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,OBSOLETE_SUPERSEDED,,,QUARANTINE_COPY_SOURCE_RETAINED,Precanonical v2/bootstrap artifact superseded by contract v2.1.2
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/reports/tables/.gitkeep,DSJA/project_4,untracked,false,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,[no-extension],SHARED_OR_UNRESOLVED,OBSOLETE_SUPERSEDED,,,QUARANTINE_COPY_SOURCE_RETAINED,Precanonical v2/bootstrap artifact superseded by contract v2.1.2
DSJA/project_4/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/schemas/linkareer_calendar_activities.json,DSJA/project_4,untracked,false,false,3024,16d2ae96e894aa73fc3c0b0e871909b69108e188e065e197a7f2fba753045385,.json,SHARED_OR_UNRESOLVED,DUPLICATE_IDENTICAL,docsArchive:archive/precanonical_v2/source_tree/P4_DOCS/SBS_P4_PROJECT4_v2_bootstrap/SBS_P4_PROJECT4_v2_bootstrap/schemas/linkareer_calendar_activities.json,16d2ae96e894aa73fc3c0b0e871909b69108e188e065e197a7f2fba753045385,QUARANTINE_COPY_SOURCE_RETAINED,Byte-identical file already registered under docs archive
