periodMonth,sourceName,activityTypeID,discoveredCount,returnedDistinctCount,expectedTotalCount,paginationCompleteFlag,requestCount,firstPostingId,lastPostingId,errorCount,coverageStatus,coverageReason,platformCoverageRegime,note
2021-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-08,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-09,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-10,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-11,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2021-12,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-01,linkareer,5,1592,1592,2103,True,14,40210,89737,0,complete,complete,operational,"Fully re-paginated, 1592/2103 distinct ids collected == expected, global nodePagination advance"
2022-02,linkareer,5,1941,1941,2552,True,23,72094,151980,0,complete,complete,operational,"Fully re-paginated, 1941/2552 distinct ids collected == expected, global nodePagination advance"
2022-03,linkareer,5,18,,,False,1,,,0,unverified,paginationUnverified,operational,"Single-request sample only (18 ids used for stratified detail sample), NOT a full pagination count"
2022-04,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-05,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-08,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-09,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-10,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-11,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2022-12,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-01,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-02,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-03,linkareer,5,18,,,False,1,,,0,unverified,paginationUnverified,operational,"Single-request sample only (18 ids used for stratified detail sample), NOT a full pagination count"
2023-04,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-05,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-08,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-09,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-10,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-11,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2023-12,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-01,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-02,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-03,linkareer,5,18,,,False,1,,,0,unverified,paginationUnverified,operational,"Single-request sample only (18 ids used for stratified detail sample), NOT a full pagination count"
2024-04,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-05,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-08,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-09,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-10,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-11,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2024-12,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-01,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-02,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-03,linkareer,5,18,,,False,1,,,0,unverified,paginationUnverified,operational,"Single-request sample only (18 ids used for stratified detail sample), NOT a full pagination count"
2025-04,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-05,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-08,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-09,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-10,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-11,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2025-12,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-01,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-02,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-03,linkareer,5,18,,,False,1,,,0,unverified,paginationUnverified,operational,"Single-request sample only (18 ids used for stratified detail sample), NOT a full pagination count"
2026-04,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-05,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-06,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-07,linkareer,5,,,,False,0,,,0,unverified,paginationUnverified,operational,Not yet audited -- pending remaining sweep of the 2020-01..2026-07 target range
2026-08,linkareer,5,1523,1947,1959,False,26,,,0,partial,paginationUnverified,operational,"99.4% recovered (1947/1959), 26-page cap reached before exhausting busiest day-side; outside primary 79-month target range (2020-01..2026-07), kept for reference"
